StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ignored,excluded,belonged,mc_percent_ball,aas_happy,aas_anxious,aas_pleased,aas_angry,aas_frustrated,aas_depressed,aas_joyful,aas_unhappy,aas_enjoyment,aas_peaceful,aas_bored,aas_relaxed,1_static_add,1_static_continue,2_static_add,2_static_continue,3_static_add,3_static_continue,4_static_add,4_static_continue,5_static_add,5_static_continue,1_add,1_continue,2_add,2_continue,3_add,3_continue,4_add,4_continue,5_add,5_continue,6_add,6_continue,7_add,7_continue,8_add,8_continue,9_add,9_continue,10_add,10_continue,n_tasks,SC2,start_value,current_total,base_pay,total_pay,code,bonus_1,bonus_2,total_bonus,dummy_var,total_correct,workerId,hitId,assignmentId,condition,play_for,condition_int,ignored_mstrength,excluded_mstrength,belonged_mstrength,missed_tasks,prop_tasks
7/18/18 10:18,7/18/18 10:25,IP Address,24.229.200.217,100,463,TRUE,7/18/18 10:25,R_umrWFUDo5ri6upb,NA,NA,NA,NA,40.51890564,-75.501297,anonymous,EN,5,5,1,1,4,3,3,1,2,3,1,3,2,3,3,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,75,Yes,66,Yes,62,Yes,65,Yes,41,Yes,60,Yes,55,Yes,37,Yes,49,Yes,75,Yes,15,3,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A27QUVSOUJZD8J,3P4C70TRMRYXDD1RU3YSVYAW894LGX,3F0BG9B9MQ5163VIAHOQ7DUN4WS7Y0,Excluded,Team,1,1,1,5,0,1
7/18/18 10:01,7/18/18 10:25,IP Address,64.33.96.161,100,1451,TRUE,7/18/18 10:25,R_2EplqFDsQJI9v7A,NA,NA,NA,NA,44.18629456,-103.3688965,anonymous,EN,1,1,4,30,5,2,5,2,2,2,4,2,5,4,2,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,30,Yes,75,Yes,45,Yes,48,Yes,43,Yes,68,Yes,74,Yes,55,Yes,63,Yes,39,Yes,15,14,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A2R9MIRIP29431,3CMV9YRYP3I74FRS29JVSB2C01LLJ1,32N49TQG3H02LBYBC9DQA5SJNMNVAV,Included,Self,0,1,1,4,0,1
7/18/18 10:17,7/18/18 10:26,IP Address,71.76.25.186,100,505,TRUE,7/18/18 10:26,R_2SizzRBPM2CbikB,NA,NA,NA,NA,33.36149597,-79.27590179,anonymous,EN,1,1,4,25,4,3,3,1,1,3,1,2,1,2,2,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,39,Yes,45,Yes,60,No,33,Yes,49,Yes,44,Yes,39,Yes,NA,NA,NA,NA,58,Yes,13,14,5,60,1,1.05,B14,0.12,0.02,0.14,TRUE,13,A11K9A2YRWQ4TU,3T5ZXGO9DE58VRC9C0UDXRPWT5LQZG,382M9COHEIX5Y9QNNO57A2GRUVKUEA,Included,Charity,0,1,1,4,2,0.8666666666666667
7/18/18 10:09,7/18/18 10:26,IP Address,71.231.78.129,100,976,TRUE,7/18/18 10:26,R_ZJMXdzcDz5E9dCx,NA,NA,NA,NA,47.90150452,-122.1844025,anonymous,EN,1,1,1,2,6,6,2,2,2,5,2,2,7,2,5,1,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,40,Yes,NA,NA,NA,NA,46,No,37,Yes,NA,NA,NA,NA,8,11,5,46,1,1.14,B14,0.12,0.02,0.14,TRUE,8,A1N4P4XGQM7NXE,3T2HW4QDUVOPVZKD3KZJ0YYMANV9CE,33NF62TLXKKZ6T737BCW1VKLXBEJKH,Excluded,Self,1,5,5,5,7,0.5333333333333333
7/18/18 10:17,7/18/18 10:26,IP Address,108.170.8.181,100,544,TRUE,7/18/18 10:26,R_VJR6B6iW6lDvgUV,NA,NA,NA,NA,33.43569946,-111.917099,anonymous,EN,5,5,1,1,6,1,4,4,1,1,4,1,1,4,4,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,75,Yes,39,Yes,32,Yes,59,Yes,56,Yes,52,Yes,38,Yes,75,Yes,47,Yes,68,Yes,15,3,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A35065ZCC1QJ7M,3IZVJEBJ6A1FL9TPXRGFRM85T496ZZ,3XUHV3NRVLG0X4RACO55NTLONUJH5V,Excluded,Self,1,1,1,5,0,1
7/18/18 10:23,7/18/18 10:26,IP Address,196.16.110.164,100,203,TRUE,7/18/18 10:26,R_25RT5qkAbaRMkz8,NA,NA,NA,NA,34.05439758,-118.2440033,anonymous,EN,4,3,4,25,7,4,6,2,7,3,5,2,7,4,6,3,6,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,5,6,1,1,B0,0.12,0.02,0,TRUE,1,A876Q32QMWTUF,3IZVJEBJ6A1FL9TPXRGFRM85T496ZZ,3FFJ6VRIL261YSGTL0HE6AQC6YDI0S,Excluded,Charity,1,2,3,2,14,0.06666666666666667
7/18/18 10:20,7/18/18 10:26,IP Address,76.203.249.88,100,356,TRUE,7/18/18 10:26,R_1BY3sor5JDw8Myz,NA,NA,NA,NA,42.57640076,-83.75589752,anonymous,EN,1,1,5,30,4,1,4,1,1,1,3,1,3,4,1,6,6,Yes,9,Yes,14,Yes,21,Yes,30,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,5,30,1,1.14,B14,0.12,0.02,0.14,TRUE,5,AKWIRTRUXO6R5,32W3UF2EZO2OYTE1MP3SJQN6OVHC4L,3UOUJI6MTEWE49H4ITVZYR1YA1WXUN,Included,Self,0,1,1,5,10,0.3333333333333333
7/18/18 10:20,7/18/18 10:26,IP Address,71.190.228.196,100,361,TRUE,7/18/18 10:26,R_1FgQ5mordNIy3tH,NA,NA,NA,NA,40.62249756,-73.96620178,anonymous,EN,1,1,4,30,4,1,4,1,1,1,4,1,4,5,1,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,55,Yes,60,No,51,Yes,45,Yes,38,Yes,NA,NA,10,14,5,60,1,1.14,B14,0.12,0.02,0.14,TRUE,10,AAASQIW3J32OL,3S8A4GJRD3KYCPOFWURC6GV95T36VZ,3Q5C1WP23NJPTT6WAZ2KV65H64C517,Included,Self,0,1,1,4,5,0.6666666666666666
7/18/18 10:16,7/18/18 10:26,IP Address,104.228.247.240,100,620,TRUE,7/18/18 10:26,R_6XuwCfarkzodiIV,NA,NA,NA,NA,44.14109802,-71.05740356,anonymous,EN,5,5,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,46,Yes,57,Yes,72,No,NA,NA,56,Yes,62,Yes,52,Yes,46,Yes,70,Yes,39,Yes,14,3,5,72,1,1.05,B14,0.12,0.02,0.14,TRUE,14,A36I8EWDC03SG8,3TZ0XG8CBU1NJWU0M8JEYC23KWA988,33F859I567V2MK8JDYWIQFLGXQ5BHQ,Excluded,Charity,1,1,1,5,1,0.9333333333333333
7/18/18 10:18,7/18/18 10:26,IP Address,99.40.165.92,100,494,TRUE,7/18/18 10:26,R_2711zB4YjDI1Bv9,NA,NA,NA,NA,28.88409424,-81.23480225,anonymous,EN,1,1,4,33,4,2,4,1,2,2,4,2,5,3,2,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,45,Yes,40,Yes,42,Yes,45,Yes,54,Yes,50,Yes,68,Yes,75,Yes,62,Yes,39,Yes,15,14,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A3O0ZQMDKOKAMR,3UOMW19E6DN6UCI10UM2OITKORCC5Q,33PPUNGG39NBTCP2FHOFQ1UPB1EZR4,Included,Team,0,1,1,4,0,1
7/18/18 10:20,7/18/18 10:26,IP Address,199.212.63.4,100,378,TRUE,7/18/18 10:26,R_2aII81cDgQrbWrD,NA,NA,NA,NA,33.7980957,-84.38770294,anonymous,EN,4,4,2,20,4,2,4,1,2,1,4,2,3,5,5,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,30,Yes,6,Yes,22,Yes,33,Yes,37,Yes,20,Yes,28,Yes,44,Yes,5,Yes,15,Yes,15,6,5,28,1,1.05,B14,0.12,0.02,0.14,TRUE,14,A2UMLFMF60AX21,3T2HW4QDUVOPVZKD3KZJ0YYMANV9CE,3WI0P0II62A8QBK6NZZIZ9BMNJARD3,Included,Team,0,4,4,2,0,1
7/18/18 10:20,7/18/18 10:26,IP Address,107.77.201.131,100,406,TRUE,7/18/18 10:26,R_2V4rb24Jk0jpNTI,NA,NA,NA,NA,32.81010437,-97.10610199,anonymous,EN,5,5,1,5,6,1,6,1,1,1,6,1,6,6,3,6,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,31,Yes,NA,NA,50,Yes,42,Yes,47,Yes,NA,NA,38,Yes,58,No,NA,NA,11,3,5,58,1,1.05,B14,0.12,0.02,0.14,TRUE,11,AU3WB2DD4QJ4B,3M67TQBQQH512KNFJ63SU38YAKA9AC,3MX2NQ3YCACXJURPHSNRQF9IBK3X55,Excluded,Team,1,1,1,5,4,0.7333333333333333
7/18/18 10:21,7/18/18 10:27,IP Address,70.173.12.131,100,316,TRUE,7/18/18 10:27,R_2WPF6IKkcYJntWY,NA,NA,NA,NA,36.19790649,-115.2659988,anonymous,EN,4,4,1,5,4,1,4,1,1,1,4,1,3,5,1,7,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,33,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,33,1,1.05,B14,0.12,0.02,0.14,TRUE,6,A1AF25FCVKC87X,3MDWE879UHJ6LUS7PK3OPES4S2V9B7,3ZV9H2YQQEPFGFZVT43C9ZXROM5W3K,Excluded,Charity,1,2,2,5,9,0.4
7/18/18 10:21,7/18/18 10:27,IP Address,73.247.42.77,100,371,TRUE,7/18/18 10:27,R_2DXNZHB5ScpTlzl,NA,NA,NA,NA,42.40849304,-88.06340027,anonymous,EN,5,5,1,2,2,1,2,1,3,1,2,3,1,4,5,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,48,Yes,40,Yes,43,Yes,47,Yes,NA,NA,54,Yes,NA,NA,38,Yes,63,No,12,3,5,63,1,1.05,B14,0.12,0.02,0.14,TRUE,12,A27MJOV91GA8R3,3O4VWC1GEWNQOB13W3FVWP8V0FUJ3L,39K0FND3AIXJVO42YHCZN996WT8MA2,Excluded,Team,1,1,1,5,3,0.8
7/18/18 10:20,7/18/18 10:27,IP Address,174.198.1.250,100,419,TRUE,7/18/18 10:27,R_3jW0qs1PljFdd77,NA,NA,NA,NA,42.39979553,-88.82710266,anonymous,EN,5,5,1,5,2,3,1,3,4,3,2,5,1,2,5,2,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,62,Yes,59,Yes,49,Yes,62,Yes,47,Yes,75,Yes,36,Yes,43,Yes,70,Yes,58,Yes,15,3,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A1BQI9JKLVCIL0,3M67TQBQQH512KNFJ63SU38YAKA9AC,3MAOD8E57RS19JXVLSJDKW94253XNV,Excluded,Charity,1,1,1,5,0,1
7/18/18 10:22,7/18/18 10:27,IP Address,69.47.37.88,100,339,TRUE,7/18/18 10:27,R_1l5mYxmS0oXkLHC,NA,NA,NA,NA,41.6934967,-87.61450195,anonymous,EN,5,5,1,10,5,2,3,6,5,5,3,3,4,2,7,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,37,Yes,37,Yes,NA,NA,40,No,NA,NA,NA,NA,36,Yes,NA,NA,NA,NA,NA,NA,9,3,5,40,1,1.14,B14,0.12,0.02,0.14,TRUE,9,A14WLAP6TCEKO0,3XU9MCX6VOTI1HOX08AZF6PU4IOR2A,3Z7EFSHGNAWIIF04W2AZ4LFS30FCXG,Excluded,Self,1,1,1,5,6,0.6
7/18/18 10:20,7/18/18 10:27,IP Address,104.254.218.126,100,449,TRUE,7/18/18 10:27,R_2ePcJtBNSEWVrzy,NA,NA,NA,NA,40.31489563,-86.89080048,anonymous,EN,1,1,5,28,6,1,5,1,1,1,4,1,4,5,1,7,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,67,Yes,44,Yes,39,Yes,47,Yes,43,Yes,67,Yes,62,Yes,37,Yes,76,Yes,56,Yes,15,15,5,76,1,1.05,B14,0.12,0.02,0.14,TRUE,14,AI46QXF9WCXNB,3QI9WAYOGQSIKX7B2ZM7VTB26P96SU,3GU1KF0O4JJUZ167WB4NZON7JG5PBX,Included,Charity,0,1,1,5,0,1
7/18/18 10:21,7/18/18 10:27,IP Address,160.87.89.250,100,357,TRUE,7/18/18 10:27,R_2VCqXxmchYPAepB,NA,NA,NA,NA,33.78860474,-117.930603,anonymous,EN,4,4,2,25,3,1,2,1,1,1,1,1,1,3,3,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,39,Yes,39,Yes,51,Yes,42,Yes,NA,NA,56,No,NA,NA,49,Yes,38,Yes,NA,NA,12,6,5,56,1,1.14,B14,0.12,0.02,0.14,TRUE,12,A2391QJGLV0SYV,3T2HW4QDUVOPVZKD3KZJ0YYMANVC9H,3N2BF7Y2VRCY5BCG4NMR4VWA9PBMHS,Included,Self,0,4,4,2,3,0.8
7/18/18 10:21,7/18/18 10:28,IP Address,209.37.105.2,100,413,TRUE,7/18/18 10:28,R_PBSwkup4n6WEw6d,NA,NA,NA,NA,41.84829712,-87.65170288,anonymous,EN,5,5,1,10,4,1,4,1,1,2,4,1,3,3,5,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,57,Yes,58,Yes,57,Yes,75,Yes,34,Yes,55,Yes,72,Yes,50,Yes,66,Yes,43,Yes,15,3,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A312SMN11YLE66,3QMELQS6Y5S6JI7YNAM25J66KNQ6R6,3E1QT0TDFQRJGHLWG4UTZPWUPX1I8T,Excluded,Team,1,1,1,5,0,1
7/18/18 10:22,7/18/18 10:28,IP Address,96.57.20.4,100,329,TRUE,7/18/18 10:28,R_9mgh2frbfKnY653,NA,NA,NA,NA,40.83140564,-72.97579956,anonymous,EN,1,1,4,20,6,2,6,2,2,2,5,2,6,6,2,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,52,Yes,64,Yes,46,Yes,75,Yes,63,Yes,44,Yes,52,Yes,59,Yes,72,Yes,39,Yes,15,14,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,14,A2M2MNP08RZE36,3ZTE0JGGCE9S2MOJ59I1XOTB5MHOC7,3WYP994K189I23HDR7JY1ZUR9LA6Y2,Included,Self,0,1,1,4,0,1
7/18/18 10:14,7/18/18 10:28,IP Address,190.124.31.16,100,842,TRUE,7/18/18 10:28,R_YcsEg8jc9tXhiyl,NA,NA,NA,NA,10.31669617,-72.3167038,anonymous,EN,4,3,4,40,4,4,5,4,4,5,4,5,3,4,4,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,38,Yes,55,Yes,40,Yes,68,Yes,65,Yes,45,Yes,61,Yes,75,Yes,38,Yes,54,Yes,15,9,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A1NPQNVXPWACT7,3M67TQBQQH512KNFJ63SU38YAKA9AC,3CN4LGXD5Y64NGDZ8JQJ41ADDTR4Y0,Excluded,Self,1,2,3,2,0,1
7/18/18 10:21,7/18/18 10:28,IP Address,98.19.137.71,100,437,TRUE,7/18/18 10:28,R_3PsFMT2iV3pxPTE,NA,NA,NA,NA,41.03869629,-92.35790253,anonymous,EN,2,2,4,27,5,2,4,1,2,1,4,1,4,5,2,6,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,32,Yes,33,Yes,32,Yes,75,Yes,37,Yes,56,Yes,43,Yes,63,Yes,51,Yes,72,Yes,15,12,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A2VGEE0ZIZ8CBQ,3NBFJK3IOHZ5JY4O7VEKNFEQ3E9OGH,30MVJZJNHNVFPXOC3EL7BM65MI89JL,Included,Team,0,2,2,4,0,1
7/18/18 10:20,7/18/18 10:28,IP Address,181.196.88.247,100,498,TRUE,7/18/18 10:28,R_3IXzJZ7QXCK3tMl,NA,NA,NA,NA,-2.166702271,-79.90000153,anonymous,EN,5,5,1,1,3,2,3,1,3,1,2,2,1,NA,NA,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,75,Yes,50,Yes,58,Yes,33,Yes,75,Yes,63,Yes,56,Yes,40,Yes,71,Yes,49,Yes,15,3,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A2SRC38HIJ2X19,3RSBJ6YZEC7Z5Y8TWB825UEE2Z9OFI,3C8HJ7UOP8CKWWCAA9SY420F5FRZMU,Excluded,Charity,1,1,1,5,0,1
7/18/18 10:21,7/18/18 10:28,IP Address,104.58.188.206,100,446,TRUE,7/18/18 10:28,R_CfUYFIuaQglxBTP,NA,NA,NA,NA,33.69650269,-85.68199921,anonymous,EN,5,5,1,1,5,2,4,1,2,1,4,2,4,5,2,5,6,Yes,9,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,9,1,1.04,B12,0.12,0.02,0.12,TRUE,2,A1F0VPCA2QEVKZ,3ECKRY5B1QDVETOQZSP4OPYA2V4IZ5,3E4GGUZ1T99Z0X9V0Q642EY4V0U2KF,Excluded,Charity,1,1,1,5,13,0.13333333333333333
7/18/18 10:19,7/18/18 10:28,IP Address,99.6.213.6,100,569,TRUE,7/18/18 10:28,R_8dAXnXWgPAD1LRD,NA,NA,NA,NA,29.92660522,-95.54290009,anonymous,EN,2,2,4,15,5,2,4,1,1,1,3,1,3,4,3,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,53,Yes,53,Yes,69,Yes,52,Yes,34,Yes,67,Yes,75,Yes,49,Yes,42,Yes,62,Yes,15,12,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,AQJL8VURU34A1,3BAKUKE49HTBCW61H4ALANFPCCAR1T,3T111IHZ5F8WNL7PBJUGDDSWWZ1R9U,Included,Charity,0,2,2,4,0,1
7/18/18 10:18,7/18/18 10:29,IP Address,32.214.167.158,100,612,TRUE,7/18/18 10:29,R_1DzM2xH05g6s01R,NA,NA,NA,NA,41.33039856,-72.97059631,anonymous,EN,1,1,4,35,4,1,5,1,1,1,5,2,5,5,2,6,3,Yes,6,Yes,11,Yes,18,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,5,18,1,1.12,B12,0.12,0.02,0.12,TRUE,3,A39V6GZEHSLZLF,3ACRLU860NVNGQJOXVJAHSTFJZBEBM,34YB12FSQZ6K5FH5KH49JVK9UONMGG,Included,Self,0,1,1,4,11,0.26666666666666666
7/18/18 10:21,7/18/18 10:29,IP Address,208.206.3.185,100,470,TRUE,7/18/18 10:29,R_exM0wsPb4saw8DL,NA,NA,NA,NA,42.18469238,-71.12200165,anonymous,EN,2,2,3,20,4,2,4,1,2,1,4,1,3,4,3,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,75,Yes,66,Yes,50,Yes,39,Yes,75,Yes,71,Yes,36,Yes,65,Yes,58,Yes,48,Yes,15,11,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A2TN0N04728YLI,3H1C3QRA0106QVBUBVF5SCZX1KBECT,3GLB5JMZFYDH1LBS7O5605XFLB6DG2,Included,Team,0,2,2,3,0,1
7/18/18 10:22,7/18/18 10:29,IP Address,68.33.30.98,100,446,TRUE,7/18/18 10:29,R_324RmEavravCEcZ,NA,NA,NA,NA,39.11480713,-77.24620056,anonymous,EN,1,1,5,30,6,1,6,1,1,1,6,1,6,7,2,6,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,71,Yes,57,Yes,48,Yes,60,Yes,75,Yes,65,Yes,71,Yes,37,Yes,56,Yes,46,Yes,15,15,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,AU2NVT51E749C,3P4C70TRMRYXDD1RU3YSVYAW894LGX,3XXU1SWE8NDMSAXV9CP1PC2TTRI0AI,Included,Team,0,1,1,5,0,1
7/18/18 10:22,7/18/18 10:29,IP Address,71.198.219.134,100,410,TRUE,7/18/18 10:29,R_3iwnkt3ZxfhoUZz,NA,NA,NA,NA,37.0447998,-122.1020966,anonymous,EN,1,1,5,33,6,1,6,1,1,1,6,1,2,1,2,2,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,30,Yes,38,Yes,54,Yes,33,Yes,37,Yes,75,Yes,52,Yes,70,Yes,46,Yes,63,Yes,15,15,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A1XRDCHG4TO4GC,3HJ1EVZS2O07MZKG48O4YGUMAWOR3L,386CSBG1O049T1QR0X24ODRPACT6QZ,Included,Charity,0,1,1,5,0,1
7/18/18 10:23,7/18/18 10:29,IP Address,67.255.246.82,100,371,TRUE,7/18/18 10:29,R_suS2eKHIpzfyba9,NA,NA,NA,NA,42.9703064,-72.27999878,anonymous,EN,3,4,2,25,3,2,5,2,2,2,4,NA,5,4,2,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,75,Yes,59,Yes,58,Yes,75,Yes,51,Yes,56,Yes,65,Yes,72,Yes,38,Yes,47,Yes,15,7,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A3HKQND0VGDM87,3MDWE879UHJ6LUS7PK3OPES4S2V9B7,3P4RDNWND6O80YHF78RKOF5858WIJE,Included,Team,0,3,4,2,0,1
7/18/18 10:24,7/18/18 10:30,IP Address,96.88.162.161,100,355,TRUE,7/18/18 10:30,R_3s5l416pyih1lnW,NA,NA,NA,NA,40.54110718,-74.36319733,anonymous,EN,5,5,1,2,1,4,1,3,6,5,1,6,1,2,6,4,6,Yes,9,Yes,14,Yes,21,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,21,1,1.04,B12,0.12,0.02,0.12,TRUE,4,A3U0VQ420HIMQ0,3P4C70TRMRYXDD1RU3YSVYAW894LGX,3DYGAII7PMQH378WFT1DUDI65G6QPA,Excluded,Team,1,1,1,5,11,0.26666666666666666
7/18/18 10:23,7/18/18 10:30,IP Address,172.56.17.228,100,457,TRUE,7/18/18 10:30,R_3ewzXYyFll2E29l,NA,NA,NA,NA,33.71989441,-117.9031982,anonymous,EN,1,1,5,33,4,2,3,1,1,1,4,2,2,5,2,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,30,Yes,45,Yes,47,Yes,44,Yes,67,No,41,Yes,36,Yes,63,Yes,NA,NA,56,Yes,14,15,5,67,1,1.14,B14,0.12,0.02,0.14,TRUE,14,A3CMWYLWMENHLZ,3CMV9YRYP3I74FRS29JVSB2C01LLJ1,3907X2AHF1N0BO6BDIBCYVK3PB22PK,Included,Self,0,1,1,5,1,0.9333333333333333
7/18/18 10:19,7/18/18 10:31,IP Address,187.140.85.126,100,679,TRUE,7/18/18 10:31,R_3PAonkckBg0DIEB,NA,NA,NA,NA,20.07769775,-101.1746979,anonymous,EN,5,5,1,3,1,2,1,4,4,1,1,4,1,1,2,1,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,40,Yes,NA,NA,58,Yes,49,Yes,45,Yes,55,Yes,NA,NA,66,No,39,Yes,12,3,5,66,1,1.14,B14,0.12,0.02,0.14,TRUE,12,A1VAYSV4KK3HEY,3ZRKL6Z1E8KKHQWHECVT7KOR03CGS6,3EF8EXOTT2DX0SLHZ16EWGOMO6K1J4,Excluded,Self,1,1,1,5,3,0.8
7/18/18 10:24,7/18/18 10:31,IP Address,174.71.60.245,100,425,TRUE,7/18/18 10:31,R_1FsuJguyWT3rxEn,NA,NA,NA,NA,41.29930115,-96.16660309,anonymous,EN,1,1,5,30,6,1,6,1,1,1,6,1,5,6,1,6,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,30,Yes,51,Yes,56,Yes,54,Yes,75,Yes,50,Yes,62,Yes,37,Yes,45,Yes,71,Yes,15,15,5,75,1,1.05,B14,0.12,0.02,0.14,TRUE,15,A3B7TNVOISSZ2O,30EV7DWJTVCFGJJK15EWDFZ3NA56Y8,3CTOC39K388BBE0JOHNNXQFZRR9J76,Included,Team,0,1,1,5,0,1
7/18/18 10:26,7/18/18 10:32,IP Address,67.245.222.74,100,355,TRUE,7/18/18 10:32,R_bNjZPL3MA5Ns2Ix,NA,NA,NA,NA,41.74890137,-74.44670105,anonymous,EN,1,1,5,33,7,1,7,1,1,1,7,1,7,7,1,7,6,Yes,9,Yes,14,Yes,21,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,5,21,1,1.12,B12,0.12,0.02,0.12,TRUE,4,A29A2MQMPJW1O9,309D674SHZ28JSZA14DFR4TCYNYCBR,3SKEMFQBZ4NAMCBKG7F5C5B7H0N8KP,Included,Self,0,1,1,5,11,0.26666666666666666
7/18/18 10:27,7/18/18 10:32,IP Address,76.107.34.15,100,302,TRUE,7/18/18 10:32,R_2qt3FPc50rTtGHK,NA,NA,NA,NA,32.39430237,-93.72850037,anonymous,EN,1,1,5,40,6,1,6,1,1,1,6,1,6,4,2,6,6,Yes,9,Yes,14,Yes,21,Yes,30,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,5,30,1,1.05,B14,0.12,0.02,0.14,TRUE,5,AUAN582MLI96N,37VHPF5VYCKPHU13YST5023BQHDC8S,30OG32W0SVTS3J6EQNTLW7OXMZTEN4,Included,Charity,0,1,1,5,10,0.3333333333333333
7/18/18 10:25,7/18/18 10:32,IP Address,129.219.8.1,100,394,TRUE,7/18/18 10:32,R_27O3dQNpl6AG1Wq,NA,NA,NA,NA,33.41479492,-111.9093018,anonymous,EN,5,5,2,5,3,3,2,1,2,2,3,2,3,3,3,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,47,Yes,31,Yes,64,Yes,34,Yes,47,Yes,75,Yes,70,Yes,62,Yes,55,Yes,43,Yes,15,4,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A1OWF7TS6Z4TOF,3M7OI89LVY52DGIF5DW7GO7KKMNC66,3YDTZAI2WYY7XA2WWUJAQEZ369W14F,Excluded,Self,1,1,1,4,0,1
7/18/18 10:22,7/18/18 10:32,IP Address,24.74.136.196,100,566,TRUE,7/18/18 10:32,R_pg8X2v4NzvDFYRj,NA,NA,NA,NA,35.40339661,-80.86109924,anonymous,EN,5,5,1,3,3,1,1,3,4,1,1,2,1,1,4,2,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,37,Yes,75,Yes,60,Yes,37,Yes,34,Yes,42,Yes,66,Yes,49,Yes,74,Yes,58,Yes,15,3,5,75,1,1.14,B14,0.12,0.02,0.14,TRUE,15,A3OLRWACCCCUTU,3HJ1EVZS2O07MZKG48O4YGUMAWOR3L,3Q5C1WP23NJPTT6WAZ2KV65H65Q51N,Excluded,Self,1,1,1,5,0,1
