StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ignored,excluded,belonged,mc_percent_ball,aas_happy,aas_anxious,aas_pleased,aas_angry,aas_frustrated,aas_depressed,aas_joyful,aas_unhappy,aas_enjoyment,aas_peaceful,aas_bored,aas_relaxed,1_static_add,1_static_continue,2_static_add,2_static_continue,3_static_add,3_static_continue,4_static_add,4_static_continue,5_static_add,5_static_continue,1_add,1_continue,2_add,2_continue,3_add,3_continue,4_add,4_continue,5_add,5_continue,6_add,6_continue,7_add,7_continue,8_add,8_continue,9_add,9_continue,10_add,10_continue,11_add,11_continue,12_add,12_continue,13_add,13_continue,14_add,14_continue,15_add,15_continue,16_add,16_continue,17_add,17_continue,18_add,18_continue,19_add,19_continue,20_add,20_continue,21_add,21_continue,22_add,22_continue,23_add,23_continue,24_add,24_continue,25_add,25_continue,26_add,26_continue,27_add,27_continue,28_add,28_continue,29_add,29_continue,30_add,30_continue,31_add,31_continue,32_add,32_continue,33_add,33_continue,34_add,34_continue,35_add,35_continue,36_add,36_continue,37_add,37_continue,38_add,38_continue,39_add,39_continue,40_add,40_continue,41_add,41_continue,42_add,42_continue,43_add,43_continue,44_add,44_continue,45_add,45_continue,46_add,46_continue,47_add,47_continue,48_add,48_continue,49_add,49_continue,50_add,50_continue,51_add,51_continue,52_add,52_continue,53_add,53_continue,54_add,54_continue,55_add,55_continue,56_add,56_continue,57_add,57_continue,58_add,58_continue,59_add,59_continue,60_add,60_continue,61_add,61_continue,62_add,62_continue,63_add,63_continue,64_add,64_continue,65_add,65_continue,66_add,66_continue,67_add,67_continue,68_add,68_continue,69_add,69_continue,70_add,70_continue,71_add,71_continue,72_add,72_continue,73_add,73_continue,74_add,74_continue,75_add,75_continue,76_add,76_continue,77_add,77_continue,78_add,78_continue,79_add,79_continue,80_add,80_continue,81_add,81_continue,82_add,82_continue,83_add,83_continue,84_add,84_continue,85_add,85_continue,86_add,86_continue,87_add,87_continue,88_add,88_continue,89_add,89_continue,90_add,90_continue,91_add,91_continue,92_add,92_continue,93_add,93_continue,94_add,94_continue,95_add,95_continue,96_add,96_continue,97_add,97_continue,98_add,98_continue,99_add,99_continue,100_add,100_continue,101_add,101_continue,102_add,102_continue,103_add,103_continue,104_add,104_continue,105_add,105_continue,n_tasks,SC2,start_value,current_total,base_pay,total_pay,code,bonus_1,bonus_2,total_bonus,dummy_var,total_correct,workerId,hitId,assignmentId,condition,play_for,condition_int,ignored_mstrength,excluded_mstrength,belonged_mstrength,missed_tasks,prop_tasks
8/7/18 18:17,8/7/18 18:32,IP Address,47.223.80.218,100,918,TRUE,8/7/18 18:32,R_1LiIqkRl9guYCmv,NA,NA,NA,NA,33.62010193,-95.60030365,anonymous,EN,5,5,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,49,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,Yes,NA,NA,NA,NA,NA,NA,NA,NA,76,Yes,81,Yes,NA,NA,NA,NA,48,Yes,104,Yes,130,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,Yes,NA,NA,NA,NA,124,Yes,NA,NA,NA,NA,94,Yes,NA,NA,NA,NA,NA,NA,NA,NA,57,Yes,NA,NA,NA,NA,110,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,Yes,52,Yes,NA,NA,NA,NA,NA,NA,NA,NA,76,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,Yes,NA,NA,NA,NA,86,Yes,NA,NA,NA,NA,44,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,Yes,NA,NA,58,Yes,NA,NA,NA,NA,NA,NA,NA,NA,36,Yes,NA,NA,NA,NA,70,Yes,NA,NA,NA,NA,NA,NA,61,Yes,NA,NA,29,3,5,130,1,1.05,B14,0.12,0.02,0.14,TRUE,29,A1MOQM5TY405MV,37G6BXQPLQ2AKWLDGDG0CHOE6JREQI,3Z7ISHFUH1D5B7A6G8IFZKZKQEN8ZD,Included,Team,0,5,5,1,81,0.2636363636363636
8/7/18 18:22,8/7/18 18:37,IP Address,73.181.254.41,100,911,TRUE,8/7/18 18:37,R_R9OuUqfLWnidVHX,NA,NA,NA,NA,47.26080322,-122.510498,anonymous,EN,5,5,1,2,1,2,1,3,6,3,1,4,1,1,7,3,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,49,Yes,NA,NA,138,Yes,NA,NA,NA,NA,130,Yes,NA,NA,145,Yes,NA,NA,234,Yes,NA,NA,98,Yes,NA,NA,NA,NA,NA,NA,NA,NA,136,Yes,NA,NA,78,Yes,117,Yes,NA,NA,NA,NA,158,Yes,196,Yes,NA,NA,103,Yes,193,Yes,NA,NA,86,Yes,70,Yes,56,Yes,87,Yes,NA,NA,NA,NA,219,Yes,NA,NA,211,Yes,NA,NA,125,Yes,NA,NA,172,Yes,NA,NA,32,Yes,176,Yes,97,Yes,NA,NA,93,Yes,NA,NA,NA,NA,154,Yes,176,Yes,NA,NA,201,Yes,NA,NA,43,Yes,61,Yes,225,Yes,NA,NA,NA,NA,NA,NA,187,Yes,50,Yes,NA,NA,56,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,Yes,NA,NA,NA,NA,108,Yes,NA,NA,39,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,Yes,205,Yes,48,Yes,NA,NA,NA,NA,NA,NA,185,Yes,103,Yes,49,Yes,NA,NA,53,Yes,215,Yes,172,Yes,240,No,NA,NA,NA,NA,167,Yes,NA,NA,173,Yes,NA,NA,NA,NA,NA,NA,54,3,5,240,1,1.14,B14,0.12,0.02,0.14,TRUE,53,A69RUK0SZV067,3OB6JN3A9Q688LSQAQTJUF3SB7KRML,3ZDAD0O1T2VZ4W2FIO5PTVFWWR7TXN,Excluded,Self,1,1,1,5,56,0.4909090909090909
8/7/18 18:33,8/7/18 18:39,IP Address,68.253.157.91,100,372,TRUE,8/7/18 18:39,R_3384gUm8S9zxdqe,NA,NA,NA,NA,38.21479797,-85.7338028,anonymous,EN,2,2,5,3,7,1,7,1,1,1,7,1,7,7,NA,7,6,Yes,9,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,5,9,1,1.04,B12,0.12,0.02,0.12,TRUE,2,A2I2L0WL1UTLTM,3LG268AV38NAWX0DTS50H7YJ25TERJ,3XLBSAQ9Z5U1BT5N63Q9LK3PFUJZ7J,Excluded,Team,1,4,4,1,108,0.01818181818181818
8/7/18 18:34,8/7/18 18:41,IP Address,76.113.29.13,100,374,TRUE,8/7/18 18:41,R_7QZ73sRp5EfxQRj,NA,NA,NA,NA,35.83659363,-106.3093033,anonymous,EN,1,1,1,4,4,1,3,1,1,1,1,1,1,4,1,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Yes,NA,NA,NA,NA,38,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,Yes,NA,NA,61,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,Yes,61,Yes,NA,NA,NA,NA,NA,NA,NA,NA,38,Yes,NA,NA,100,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,11,5,106,1,1.05,B14,0.12,0.02,0.14,TRUE,19,A5ZX7W5SUM0CO,3OB6JN3A9Q688LSQAQTJUF3SB7KRML,3C6FJU71TRB34E7ENPH1H587HBDUYQ,Excluded,Team,1,5,5,5,91,0.17272727272727273
8/7/18 18:36,8/7/18 18:43,IP Address,24.129.45.214,100,398,TRUE,8/7/18 18:43,R_2CWFewpdJiDoCVJ,NA,NA,NA,NA,30.21870422,-81.7539978,anonymous,EN,4,4,3,15,6,2,5,1,1,1,5,1,6,7,2,7,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Yes,NA,NA,NA,NA,NA,NA,NA,NA,52,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,5,52,1,1.14,B14,0.12,0.02,0.14,TRUE,11,A3CK3G44U565F5,32L724R85L110PMKCJR2XRWWTGCPIB,3EICBYG645EHNVVFFYVYDC7DX7YCJ5,Included,Self,0,4,4,3,99,0.1
8/7/18 18:34,8/7/18 18:48,IP Address,108.213.128.25,100,864,TRUE,8/7/18 18:48,R_31NUmlYCxGhwQsr,NA,NA,NA,NA,33.98599243,-80.99720001,anonymous,EN,4,3,3,15,4,1,4,4,2,1,4,2,5,6,3,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,96,Yes,50,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,Yes,NA,NA,NA,NA,84,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,Yes,NA,NA,NA,NA,NA,NA,NA,NA,39,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Yes,NA,NA,NA,NA,NA,NA,53,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,Yes,40,Yes,NA,NA,102,No,NA,NA,NA,NA,NA,NA,NA,NA,73,Yes,NA,NA,NA,NA,NA,NA,NA,NA,87,Yes,NA,NA,65,Yes,NA,NA,NA,NA,95,Yes,NA,NA,65,Yes,96,Yes,98,Yes,53,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,8,5,102,1,1.14,B14,0.12,0.02,0.14,TRUE,27,A3UCAJPHZLEO30,32ZCLEW0BZ1XV06QU1C29SBW6V1PJN,3QUO65DNQV6RA03CH283FEA531EUOF,Included,Self,0,4,3,3,83,0.24545454545454545
8/7/18 18:36,8/7/18 18:51,IP Address,47.137.181.196,100,877,TRUE,8/7/18 18:51,R_1P0JOibpillunlK,NA,NA,NA,NA,33.98640442,-118.0884018,anonymous,EN,2,2,4,26,3,1,3,1,1,1,3,1,5,3,1,5,6,Yes,9,Yes,14,Yes,21,Yes,23,Yes,NA,NA,120,Yes,38,Yes,NA,NA,NA,NA,NA,NA,NA,NA,92,Yes,NA,NA,108,Yes,32,Yes,48,Yes,48,Yes,NA,NA,NA,NA,NA,NA,54,Yes,NA,NA,NA,NA,NA,NA,32,Yes,109,Yes,76,Yes,511,No,52,Yes,NA,NA,1,Yes,NA,NA,NA,NA,34,Yes,18,Yes,258,Yes,82,Yes,108,Yes,10,Yes,74,Yes,NA,NA,46,Yes,105,Yes,18,Yes,NA,NA,95,Yes,NA,NA,NA,NA,25,Yes,NA,NA,NA,NA,NA,NA,9,Yes,90,Yes,NA,NA,128,Yes,36,Yes,NA,NA,61,Yes,NA,NA,NA,NA,62,Yes,NA,NA,85,Yes,119,Yes,133,Yes,NA,NA,21,Yes,500,Yes,NA,NA,NA,NA,NA,NA,32,Yes,NA,NA,48,Yes,110,Yes,97,Yes,55,Yes,132,Yes,NA,NA,NA,NA,97,Yes,NA,NA,119,Yes,109,Yes,NA,NA,NA,NA,NA,NA,36,Yes,NA,NA,80,Yes,127,Yes,NA,NA,74,Yes,NA,NA,24,Yes,94,Yes,57,Yes,NA,NA,NA,NA,NA,NA,69,Yes,508,Yes,47,Yes,81,Yes,NA,NA,NA,NA,39,Yes,65,Yes,64,12,5,511,1,1.04,B12,0.12,0.02,0.12,TRUE,57,AC7QPNOH2LELF,32L724R85L110PMKCJR2XRWWTGCPIB,3HUTX6F6VV5IQOUAYIYX9VFDKAV2O5,Included,Team,0,2,2,4,46,0.5818181818181818
8/7/18 18:42,8/7/18 18:54,IP Address,108.222.50.106,100,700,TRUE,8/7/18 18:54,R_29nOJehvUmfhLkf,NA,NA,NA,NA,33.81100464,-84.28690338,anonymous,EN,4,2,3,30,3,5,4,6,5,5,5,4,3,6,4,6,6,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,5,6,1,1,B0,0.12,0.02,0,TRUE,1,A2UZQ035V9POIA,37G6BXQPLQ2AKWLDGDG0CHOE6JREQI,3TMSXRD2X7IJ6CLG60PTL6IUV6H1W0,Excluded,Team,1,2,4,3,109,0.00909090909090909
8/7/18 18:52,8/7/18 18:57,IP Address,108.7.205.59,100,266,TRUE,8/7/18 18:57,R_1dK9EIvZxtXUNmM,NA,NA,NA,NA,42.29350281,-71.29599762,anonymous,EN,4,4,1,20,3,4,2,7,7,3,2,6,2,1,1,1,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,35,1,1.14,B14,0.12,0.02,0.14,TRUE,6,A2VP0TNWIJVKA8,37G6BXQPLQ2AKWLDGDG0CHOE6JREQI,3AUQQEL7U6B6KY0TK7GXLZG6J5A0VN,Included,Self,0,4,4,1,104,0.05454545454545454
8/7/18 18:58,8/7/18 19:03,IP Address,70.44.3.142,100,335,TRUE,8/7/18 19:03,R_24oqTJJAo6EqFK3,NA,NA,NA,NA,40.45629883,-75.87940216,anonymous,EN,5,5,1,5,4,2,4,1,1,1,4,1,4,4,3,4,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Yes,NA,NA,32,Yes,NA,NA,34,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,No,NA,NA,NA,NA,NA,NA,10,3,5,43,1,1.14,B14,0.12,0.02,0.14,TRUE,10,A3HZA5ZOPA298N,329E6HTMSWJLZV7LEOF7X488GO9K35,3V0Z7YWSIZIDG837ZUKB4N9LG3UV22,Excluded,Self,1,1,1,5,100,0.09090909090909091
8/7/18 18:59,8/7/18 19:06,IP Address,96.255.112.17,100,402,TRUE,8/7/18 19:06,R_2RO2Sq0FHgTyuhq,NA,NA,NA,NA,38.88650513,-77.09690094,anonymous,EN,5,5,2,5,4,5,3,2,3,2,3,1,3,3,1,2,6,Yes,9,Yes,14,Yes,21,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,21,1,1.04,B12,0.12,0.02,0.12,TRUE,4,A1DOKYGCXQG3FE,32L724R85L110PMKCJR2XRWWTGCPIB,3NAPMVF0ZXXB5I2BHWHVY9TIULO72N,Excluded,Team,1,1,1,4,106,0.03636363636363636
8/7/18 19:03,8/7/18 19:10,IP Address,174.215.19.123,100,434,TRUE,8/7/18 19:10,R_dgrO5poXd8Bj2oh,NA,NA,NA,NA,37.33940125,-121.8950043,anonymous,EN,1,1,4,35,5,1,6,1,1,1,7,1,5,5,1,5,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,Yes,NA,NA,NA,NA,38,Yes,NA,NA,NA,NA,NA,NA,68,No,NA,NA,64,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,5,68,1,1.14,B14,0.12,0.02,0.14,TRUE,12,A3LYTS9S2XD704,32L724R85L110PMKCJR2XRWWTGCPIB,3OONKJ5DKD1CE1U6HBR8AOIHEGBOBW,Included,Self,0,1,1,4,98,0.10909090909090909
8/7/18 19:04,8/7/18 19:15,IP Address,76.28.127.248,100,648,TRUE,8/7/18 19:15,R_3qsAxnC9ZCr7yTD,NA,NA,NA,NA,41.29879761,-72.53630066,anonymous,EN,5,5,1,0,2,3,1,6,5,6,2,5,2,2,4,2,6,Yes,9,Yes,14,Yes,21,Yes,30,Yes,NA,NA,NA,NA,52,Yes,NA,NA,50,Yes,NA,NA,NA,NA,NA,NA,81,Yes,NA,NA,37,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Yes,NA,NA,105,Yes,NA,NA,NA,NA,68,Yes,112,No,NA,NA,NA,NA,NA,NA,NA,NA,102,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,Yes,100,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,Yes,NA,NA,NA,NA,73,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,Yes,NA,NA,NA,NA,62,Yes,95,Yes,102,Yes,NA,NA,NA,NA,NA,NA,NA,NA,24,3,5,112,1,1.05,B14,0.12,0.02,0.14,TRUE,24,A140JKRQOG93BA,32L724R85L110PMKCJR2XRWWTGCPIB,3RANCT1ZVGZ7R6E3DX3H9UA6W2ZBUW,Excluded,Team,1,1,1,5,86,0.21818181818181817
