workerId,mturk_id,demog_age,demog_edu,demog_gender,demog_sexuality,demog_veteran,demog_employed,demog_selfemployed,demog_income,demog_race,godard_1,godard_2,godard_3,godard_4,ignored,excluded,belonged,mc_percent_ball,aas_happy,aas_anxious,aas_pleased,aas_angry,aas_frustrated,aas_depressed,aas_joyful,aas_unhappy,aas_enjoyment,aas_peaceful,aas_bored,aas_relaxed,n_tasks,condition,intervention,play_for,age_range,aas_pos,aas_neg,missed_tasks,prop_tasks,cnd_intervention
A2KBLMIKDBHIJJ,A2KBLMIKDBHIJJ,48,Master's degree,Male,Bisexual,No,Yes,No,35000,Black/African American,5,4,3,4,4,3,5,50,6,4,6,3,4,3,7,1,7,4,3,5,13,exclusion,birdshot_wisdom,players,45-54,5.833333333333333,3,97,0.11818181818181818,Perspective
AT3C00TKZK13L,AT3C00TKZK13L,31,Bachelor's degree,Female,Heterosexual,Yes,Yes,No,50000,Black/African American,1,1,5,5,5,5,1,5,1,6,1,7,5,6,1,6,1,1,6,1,14,exclusion,prompt_help,players,25-34,1,6,96,0.12727272727272726,Mentorship
AA06VO3XJ6KZZ,AA06VO3XJ6KZZ,25,Bachelor's degree,Female,Heterosexual,No,Yes,No,65000,White/Caucasian,5,5,1,1,2,1,5,30,6,2,5,1,2,1,7,2,7,1,1,6,2,inclusion,none,players,25-34,5.333333333333333,1.5,108,0.01818181818181818,Inclusion (control)
A3OHXCAWZXBFQA,A3OHXCAWZXBFQA,21,Some college,Male,Heterosexual,No,Yes,No,1000000,White/Caucasian,5,5,1,1,1,1,5,25,7,1,7,1,1,1,7,1,7,7,1,7,4,inclusion,none,players,under_25,7,1,106,0.03636363636363636,Inclusion (control)
ARYVMA9T9WLRK,ARYVMA9T9WLRK,23,Associate's degree,Female,Heterosexual,No,Yes,No,40000,White/Caucasian,3,4,2,4,5,5,1,15,6,2,6,2,2,2,6,2,6,6,2,6,28,exclusion,prompt_fix,players,under_25,6,2,82,0.2545454545454545,Empowerment
A3KQT8CMHN8T1Z,A3KQT8CMHN8T1Z,34,Some college,Female,Heterosexual,No,Yes,No,34000,White/Caucasian,5,4,1,1,5,5,1,1,4,1,3,1,1,1,2,1,2,3,1,4,69,exclusion,prompt_help,players,25-34,3,1,41,0.6272727272727273,Mentorship
A1D9ZWU1M46SAF,A1D9ZWU1M46SAF,36,Bachelor's degree,Male,Heterosexual,No,Yes,No,66000,White/Caucasian,4,3,2,3,5,5,1,5,4,2,3,2,3,1,3,2,4,3,5,2,25,exclusion,birdshot_wisdom,players,35-44,3.1666666666666665,2.5,85,0.22727272727272727,Perspective
A18G2CLYSTENK,A18G2CLYSTENK,30,High school degree,Male,Heterosexual,No,Yes,No,30000,White/Caucasian,4,4,2,2,4,4,1,10,2,1,1,1,2,1,1,1,2,4,3,5,4,exclusion,none,players,25-34,2.5,1.5,106,0.03636363636363636,Exclusion (control)
A1S96IXZ4IV0OU,A1S96IXZ4IV0OU,33,Bachelor's degree,Female,Heterosexual,No,Yes,No,50000,Hispanic or Latinx,2,3,3,4,5,5,1,1,4,3,4,3,3,2,4,2,4,4,3,3,4,exclusion,prompt_help,players,25-34,3.8333333333333335,2.6666666666666665,106,0.03636363636363636,Mentorship
A11W7R2O4RQSSS,A11W7R2O4RQSSS,26,Bachelor's degree,Female,Heterosexual,No,Yes,No,75000,White/Caucasian,2,2,4,5,5,4,1,16,2,7,2,6,5,2,1,5,1,2,6,2,1,inclusion,none,players,25-34,1.6666666666666667,5.166666666666667,109,0.00909090909090909,Inclusion (control)
A25R2OI9L2Q1OW,A25R2OI9L2Q1OW,44,Bachelor's degree,Male,Heterosexual,Yes,Yes,No,62000,White/Caucasian,5,5,1,1,5,5,1,5,6,1,6,1,1,1,1,1,3,6,1,7,4,exclusion,none,players,35-44,4.833333333333333,1,106,0.03636363636363636,Exclusion (control)
ABMR2ZDA8OQ3V,ABMR2ZDA8OQ3V,35,Master's degree,Male,Bisexual,No,Yes,No,55000,Hispanic or Latinx,4,4,2,4,1,4,4,50,7,2,7,2,5,2,7,2,7,6,2,7,19,exclusion,prompt_fix,players,35-44,6.833333333333333,2.5,91,0.17272727272727273,Empowerment
A3GPTSDDHJ2DBV,A3GPTSDDHJ2DBV,31,Bachelor's degree,Female,Heterosexual,No,Yes,No,48000,Asian American,5,5,2,2,5,5,1,95,3,1,3,1,1,1,1,1,1,3,1,3,13,exclusion,birdshot_wisdom,players,25-34,2.3333333333333335,1,97,0.11818181818181818,Perspective
AQP0CKCU4KBC0,AQP0CKCU4KBC0,40,Master's degree,Male,Heterosexual,No,Yes,No,65000,White/Caucasian,1,1,5,5,1,1,5,33,7,1,7,1,1,1,7,1,7,7,1,7,9,inclusion,none,players,35-44,7,1,101,0.08181818181818182,Inclusion (control)
A1VUT8RU2RC4PM,A1VUT8RU2RC4PM,29,Bachelor's degree,Female,Heterosexual,No,Yes,No,65000,White/Caucasian,5,5,1,1,5,5,1,1,1,7,1,7,7,7,1,7,1,1,7,1,14,exclusion,none,players,25-34,1,7,96,0.12727272727272726,Exclusion (control)
A2AH0FADJ9PCE5,A2AH0FADJ9PCE5,36,Master's degree,Male,Heterosexual,No,Yes,No,65000,White/Caucasian,5,5,1,1,4,4,2,10,4,4,6,5,4,5,5,5,4,6,5,6,1,exclusion,prompt_fix,players,35-44,5.166666666666667,4.666666666666667,109,0.00909090909090909,Empowerment
A2U66Y6NEEHXET,A2U66Y6NEEHXET,38,Bachelor's degree,Female,Heterosexual,No,Yes,No,30000,White/Caucasian,3,2,4,4,1,1,3,33,4,1,4,1,1,1,4,1,4,5,2,5,10,inclusion,none,players,35-44,4.333333333333333,1.1666666666666667,100,0.09090909090909091,Inclusion (control)
A1B76WYZ47BQJ,A1B76WYZ47BQJ,53,Bachelor's degree,Male,Heterosexual,No,Yes,No,25000,White/Caucasian,2,2,5,5,5,5,1,1,1,7,1,1,7,7,1,7,1,1,2,1,1,exclusion,prompt_help,players,45-54,1,5.166666666666667,109,0.00909090909090909,Mentorship
A2UREJJH126LX9,A2UREJJH126LX9,22,Bachelor's degree,Male,Heterosexual,No,Yes,No,30000,White/Caucasian,5,4,2,2,5,5,1,5,3,4,1,1,4,3,1,2,1,1,3,2,4,exclusion,birdshot_wisdom,players,under_25,1.5,2.8333333333333335,106,0.03636363636363636,Perspective
A23EWFNNOUS10B,A23EWFNNOUS10B,33,Bachelor's degree,Male,Heterosexual,No,Yes,No,80000,White/Caucasian,5,5,1,1,1,1,5,20,6,1,6,1,1,1,6,1,6,6,1,7,4,exclusion,prompt_fix,players,25-34,6.166666666666667,1,106,0.03636363636363636,Empowerment
A267GLM78AMQ75,A267GLM78AMQ75,27,Some college,Male,Heterosexual,No,Yes,No,35000,White/Caucasian,5,5,1,1,5,5,1,1,2,1,2,3,4,1,1,3,1,2,4,2,7,exclusion,prompt_help,players,25-34,1.6666666666666667,2.6666666666666665,103,0.06363636363636363,Mentorship
AZZOTPTKD7RF5,AZZOTPTKD7RF5,35,Bachelor's degree,Male,Heterosexual,No,Yes,No,110000,White/Caucasian,5,5,1,1,5,5,1,0,4,1,3,1,1,1,2,1,1,5,4,6,25,exclusion,prompt_help,players,35-44,3.5,1.5,85,0.22727272727272727,Mentorship
ASWUMQF7O1GW5,ASWUMQF7O1GW5,51,Bachelor's degree,Male,Heterosexual,No,Yes,No,65000,White/Caucasian,5,5,1,1,1,1,5,33,7,1,5,1,1,1,7,1,7,6,1,7,12,inclusion,none,players,45-54,6.5,1,98,0.10909090909090909,Inclusion (control)
A2CHDWKAYZ3P3E,A2CHDWKAYZ3P3E,32,Some college,Male,Heterosexual,No,Yes,No,32000,Black/African American,2,2,4,4,5,5,1,5,1,4,1,6,6,5,1,4,1,1,1,1,27,exclusion,prompt_fix,players,25-34,1,4.333333333333333,83,0.24545454545454545,Empowerment
A23K7MLCDZPV0D,A23K7MLCDZPV0D,49,Master's degree,Female,Heterosexual,No,Yes,No,95000,White/Caucasian,4,4,2,2,4,5,1,10,1,2,1,2,3,2,1,3,1,2,2,1,14,exclusion,prompt_fix,players,45-54,1.1666666666666667,2.3333333333333335,96,0.12727272727272726,Empowerment
AWNQ9E62XRB0O,AWNQ9E62XRB0O,20,High school degree,Male,Heterosexual,No,Yes,No,36000,White/Caucasian,4,4,2,2,2,1,4,28,4,1,4,3,1,2,4,3,4,5,2,5,1,inclusion,none,players,under_25,4.333333333333333,2,109,0.00909090909090909,Inclusion (control)
A2CLGYPCKVH59J,A2CLGYPCKVH59J,50,Master's degree,Male,Heterosexual,No,Yes,No,160000,White/Caucasian,4,4,3,2,5,5,2,2,4,3,2,3,4,3,2,2,1,3,5,3,10,exclusion,none,players,45-54,2.5,3.3333333333333335,100,0.09090909090909091,Exclusion (control)
A29CR6IGM5UO7F,A29CR6IGM5UO7F,48,Master's degree,Male,Bisexual,No,Yes,No,49000,Hispanic or Latinx,4,5,2,4,2,3,4,50,7,3,3,3,4,4,7,4,7,7,2,6,25,exclusion,none,players,45-54,6.166666666666667,3.3333333333333335,85,0.22727272727272727,Exclusion (control)
A1302M0ITC18M,A1302M0ITC18M,31,Bachelor's degree,Female,Heterosexual,No,Yes,No,40000,White/Caucasian,4,4,2,2,4,4,1,5,2,3,3,1,2,2,3,2,3,3,3,3,1,exclusion,prompt_help,players,25-34,2.8333333333333335,2.1666666666666665,109,0.00909090909090909,Mentorship
A1ZE52NWZPN85P,A1ZE52NWZPN85P,33,Master's degree,Male,Heterosexual,No,Yes,No,52000,White/Caucasian,4,4,2,2,5,5,1,5,3,5,2,1,1,1,1,1,1,1,2,2,4,exclusion,prompt_help,players,25-34,1.6666666666666667,1.8333333333333333,106,0.03636363636363636,Mentorship
A38CZV5XGLEZ5Y,A38CZV5XGLEZ5Y,30,Master's degree,Male,Heterosexual,No,Yes,No,43500,White/Caucasian,4,4,2,2,5,5,1,1,2,1,1,1,1,3,1,3,1,2,2,2,8,exclusion,none,players,25-34,1.5,1.8333333333333333,102,0.07272727272727272,Exclusion (control)
A15A09BRS1Q8W0,A15A09BRS1Q8W0,33,Bachelor's degree,Male,Heterosexual,No,Yes,No,55000,White/Caucasian,4,4,2,4,5,5,1,0,4,2,4,1,2,2,4,2,3,3,5,4,1,exclusion,prompt_fix,players,25-34,3.6666666666666665,2.3333333333333335,109,0.00909090909090909,Empowerment
AGKD2WB2R7QFO,AGKD2WB2R7QFO,53,High school degree,Female,Heterosexual,No,Yes,No,25000,White/Caucasian,4,3,2,4,1,1,2,20,3,1,2,1,1,1,1,1,4,4,2,3,1,inclusion,none,players,45-54,2.8333333333333335,1.1666666666666667,109,0.00909090909090909,Inclusion (control)
AQ2RSDKCMJ49C,AQ2RSDKCMJ49C,28,Associate's degree,Male,Heterosexual,No,Yes,No,35000,White/Caucasian,4,3,4,4,5,5,1,5,1,1,1,1,1,2,1,2,1,1,2,1,16,exclusion,prompt_help,players,25-34,1,1.5,94,0.14545454545454545,Mentorship
A105GUJGUWPA0K,A105GUJGUWPA0K,56,Bachelor's degree,Female,Heterosexual,No,Yes,No,150000,White/Caucasian,4,4,2,2,5,5,1,2,2,1,2,5,5,3,2,5,1,2,5,2,7,exclusion,none,players,55_plus,1.8333333333333333,4,103,0.06363636363636363,Exclusion (control)
ASA7IFS066IV9,ASA7IFS066IV9,26,Some college,Female,Heterosexual,No,Yes,No,41000,White/Caucasian,3,2,5,4,5,5,1,15,2,6,2,2,5,3,2,4,2,2,3,2,18,exclusion,birdshot_wisdom,players,25-34,2,3.8333333333333335,92,0.16363636363636364,Perspective
A3OVS29S2TYBQR,A3OVS29S2TYBQR,29,Master's degree,Female,Heterosexual,No,Yes,No,70000,White/Caucasian,3,3,4,4,4,4,3,25,2,3,3,3,3,3,4,4,4,4,4,4,4,exclusion,prompt_fix,players,25-34,3.5,3.3333333333333335,106,0.03636363636363636,Empowerment
A1UE6IH3L3XYN2,A1UE6IH3L3XYN2,33,Bachelor's degree,Male,Heterosexual,Yes,Yes,No,85000,White/Caucasian,4,2,1,2,5,5,1,1,2,6,2,5,7,6,2,6,2,1,6,2,4,exclusion,prompt_help,players,25-34,1.8333333333333333,6,106,0.03636363636363636,Mentorship
A339YQ2DS0BS8R,A339YQ2DS0BS8R,27,Master's degree,Female,Heterosexual,No,Yes,No,46000,White/Caucasian,5,4,3,2,2,2,3,30,4,3,3,1,2,1,3,1,3,3,1,4,21,inclusion,none,players,25-34,3.3333333333333335,1.5,89,0.19090909090909092,Inclusion (control)
A1PF1TUEBW499M,A1PF1TUEBW499M,22,Bachelor's degree,Female,Bisexual,No,Yes,No,30000,White/Caucasian,5,4,1,1,5,5,1,0,1,7,1,3,3,4,1,4,1,1,6,2,8,exclusion,birdshot_wisdom,players,under_25,1.1666666666666667,4.5,102,0.07272727272727272,Perspective
AL17FXQJR9CI1,AL17FXQJR9CI1,22,Bachelor's degree,Male,Heterosexual,No,Yes,No,125000,White/Caucasian,4,4,2,2,5,5,1,4,2,2,1,4,4,3,1,4,1,1,4,4,18,exclusion,birdshot_wisdom,players,under_25,1.6666666666666667,3.5,92,0.16363636363636364,Perspective
A3MZ6JD5X3E6NM,A3MZ6JD5X3E6NM,34,Some college,Female,Homosexual,No,Yes,No,30000,White/Caucasian,5,5,1,2,5,5,1,5,1,1,1,1,5,1,1,3,2,4,7,4,5,exclusion,prompt_fix,players,25-34,2.1666666666666665,3,105,0.045454545454545456,Empowerment
A3ESC1H6BBKF30,A3ESC1H6BBKF30,34,Bachelor's degree,Female,Heterosexual,No,Yes,No,75000,Black/African American,4,5,1,1,5,5,1,0,1,1,1,4,5,1,3,7,4,2,6,3,6,exclusion,prompt_fix,players,25-34,2.3333333333333335,4,104,0.05454545454545454,Empowerment
AN8GC9AGH1S9V,AN8GC9AGH1S9V,20,Some college,Female,Heterosexual,No,Yes,No,25000,Black/African American,4,5,2,1,5,5,1,1,2,4,2,4,7,3,3,5,1,2,6,3,4,exclusion,prompt_help,players,under_25,2.1666666666666665,4.833333333333333,106,0.03636363636363636,Mentorship
A2H5UA2MUBT4QX,A2H5UA2MUBT4QX,23,Bachelor's degree,Male,Heterosexual,No,Yes,No,125000,White/Caucasian,5,5,1,1,5,5,1,0,1,7,1,7,7,7,1,7,1,1,4,1,4,exclusion,prompt_fix,players,under_25,1,6.5,106,0.03636363636363636,Empowerment
A3PMYE2XCDZL1W,A3PMYE2XCDZL1W,36,Bachelor's degree,Male,Heterosexual,No,Yes,No,36000,White/Caucasian,4,4,1,1,5,5,1,5,2,3,2,3,3,2,2,6,2,2,6,2,10,exclusion,none,players,35-44,2,3.8333333333333335,100,0.09090909090909091,Exclusion (control)
A129PDGDWKVQE0,A129PDGDWKVQE0,49,Associate's degree,Female,Heterosexual,No,Yes,No,40000,White/Caucasian,1,4,1,1,5,5,1,1,4,4,5,2,2,4,5,3,6,4,2,3,8,exclusion,none,players,45-54,4.5,2.8333333333333335,102,0.07272727272727272,Exclusion (control)
A1UYJ1WJ563JTX,A1UYJ1WJ563JTX,25,Some college,Male,Heterosexual,No,Yes,No,35000,White/Caucasian,3,1,5,5,1,1,4,33,3,1,3,1,1,1,3,1,3,3,3,3,14,inclusion,none,players,25-34,3,1.3333333333333333,96,0.12727272727272726,Inclusion (control)
AGFAWZN2KQPA6,AGFAWZNZKQPA6,63,"Professional degree (MD, JD)",Female,Heterosexual,No,Yes,No,79000,Black/African American,2,2,4,4,5,4,1,1,4,4,2,3,6,3,3,5,4,4,3,2,7,inclusion,none,players,55_plus,3.1666666666666665,4,103,0.06363636363636363,Inclusion (control)
A1B9S8DT2CTAW0,A1B9S8DT2CTAW0,33,Bachelor's degree,Male,Heterosexual,No,Yes,No,48000,Asian American,3,2,4,4,5,5,1,10,3,4,2,1,1,1,2,3,1,3,1,3,6,exclusion,none,players,25-34,2.3333333333333335,1.8333333333333333,104,0.05454545454545454,Exclusion (control)
A1Y7JQGP64X6RI,A1Y7JQGP64X6RI,54,Master's degree,Female,Heterosexual,No,Yes,No,90000,White/Caucasian,4,3,4,4,5,5,1,10,2,2,1,1,3,3,1,2,1,2,3,2,14,exclusion,none,players,45-54,1.5,2.3333333333333335,96,0.12727272727272726,Exclusion (control)
APL7LAXXADV72,APL7LAXXADV72,23,Some college,Female,Heterosexual,No,Yes,No,34000,White/Caucasian,5,4,2,4,5,5,1,5,4,4,3,3,3,3,4,3,4,4,5,5,11,exclusion,prompt_help,players,under_25,4,3.5,99,0.1,Mentorship
AWH9PNZE79UCX,AWH9PNZE79UCX,28,Some college,Male,Heterosexual,No,Yes,No,25000,White/Caucasian,5,3,2,1,1,1,4,33,4,1,6,1,1,1,3,1,5,6,1,7,39,inclusion,none,players,25-34,5.166666666666667,1,71,0.35454545454545455,Inclusion (control)
A3FQC8ZAQ7SYEJ,A3FQC8ZAQ7SYEJ,34,Bachelor's degree,Female,Heterosexual,No,Yes,No,25000,White/Caucasian,4,4,2,2,3,3,2,25,4,2,3,1,3,2,3,2,2,4,4,5,4,inclusion,none,players,25-34,3.5,2.3333333333333335,106,0.03636363636363636,Inclusion (control)
A06375872IMBX6SHLVH7V,A06375872IMBX6SHLVH7V,44,Bachelor's degree,Male,Heterosexual,No,Yes,No,45000,Hispanic or Latinx,3,3,4,3,5,5,1,0,1,3,1,2,5,3,2,4,1,3,6,2,9,exclusion,birdshot_wisdom,players,35-44,1.6666666666666667,3.8333333333333335,101,0.08181818181818182,Perspective
A1PAY3X73PQ16S,A1PAY3X73PQ16S,51,"Professional degree (MD, JD)",Female,Bisexual,No,Yes,No,49000,Other,5,5,1,1,2,2,4,25,5,2,4,1,2,2,4,2,3,4,1,5,29,inclusion,none,players,45-54,4.166666666666667,1.6666666666666667,81,0.2636363636363636,Inclusion (control)
A1T83SZBP2DN65,A1T83SZBP2DN65,38,Bachelor's degree,Female,Heterosexual,No,Yes,No,30000,Black/African American,3,4,2,2,2,2,4,30,4,2,3,1,1,1,2,1,3,3,2,2,4,inclusion,none,players,35-44,2.8333333333333335,1.3333333333333333,106,0.03636363636363636,Inclusion (control)
AL3CZG0PDA1H2,AL3CZG0PDA1H2,33,Master's degree,Male,Heterosexual,No,Yes,No,45000,White/Caucasian,4,2,4,3,2,2,3,20,5,3,4,1,1,2,1,1,5,5,3,5,4,inclusion,none,players,25-34,4.166666666666667,1.8333333333333333,106,0.03636363636363636,Inclusion (control)
A1K3DY7ZLUWVNO,A1K3DY7ZLUWVNO,43,Bachelor's degree,Male,Heterosexual,No,Yes,No,125000,White/Caucasian,5,1,1,1,1,1,5,50,7,1,7,1,1,1,7,1,7,7,1,7,7,exclusion,none,players,35-44,7,1,103,0.06363636363636363,Exclusion (control)
AI1RJ0ACX7HJS,AI1RJ0ACX7HJS,28,Bachelor's degree,Male,Heterosexual,No,Yes,No,50000,White/Caucasian,2,2,4,4,4,4,1,10,2,3,2,4,4,1,1,2,1,1,4,3,28,inclusion,none,players,25-34,1.6666666666666667,3,82,0.2545454545454545,Inclusion (control)
A1XPJCJRR4E78E,A1XPJCJRR4E78E,22,Bachelor's degree,Male,Heterosexual,No,Yes,No,53000,White/Caucasian,4,4,2,2,5,5,1,1,2,3,1,2,6,4,1,5,1,1,7,2,15,exclusion,prompt_fix,players,under_25,1.3333333333333333,4.5,95,0.13636363636363635,Empowerment
A2AHE3I9FC9MK8,A2AHE3I9FC9MK8,45,Some high school,Female,Heterosexual,No,Yes,No,49000,White/Caucasian,4,3,2,3,5,5,1,1,1,3,1,5,6,4,1,6,1,1,7,1,4,exclusion,none,players,45-54,1,5.166666666666667,106,0.03636363636363636,Exclusion (control)
A3PXOYD831B90O,A3PXOYD831B90O,36,Master's degree,Female,Heterosexual,No,Yes,No,135000,White/Caucasian,4,3,4,2,5,5,1,1,2,1,2,3,5,3,2,3,1,2,6,2,6,exclusion,prompt_fix,players,35-44,1.8333333333333333,3.5,104,0.05454545454545454,Empowerment
A2HKCR1SIBVATD,A2HKCR1SIBVATD,57,Some college,Male,Heterosexual,No,Yes,No,50000,White/Caucasian,4,4,2,1,5,5,1,2,5,1,5,2,2,1,5,1,4,4,1,5,2,exclusion,none,players,55_plus,4.666666666666667,1.3333333333333333,108,0.01818181818181818,Exclusion (control)
A3DNYS7B0V1FQF,A3DNYS7B0V1FQF,39,Bachelor's degree,Female,Heterosexual,No,Yes,No,38000,White/Caucasian,4,4,2,2,4,4,1,5,3,1,3,1,1,1,2,1,2,4,7,5,26,exclusion,prompt_help,players,35-44,3.1666666666666665,2,84,0.23636363636363636,Mentorship
A1MRBBA2OLM223,A1MRBBA2OLM223,30,Master's degree,Female,Heterosexual,No,Yes,No,50000,White/Caucasian,5,5,1,1,4,3,1,1,2,1,2,1,3,1,1,1,1,1,6,2,22,exclusion,prompt_fix,players,25-34,1.5,2.1666666666666665,88,0.2,Empowerment
ACXHRJ0G24P6C,ACXHRJ0G24P6C,30,Bachelor's degree,Female,Heterosexual,No,Yes,No,42000,White/Caucasian,4,4,2,4,5,5,1,10,2,6,1,3,7,5,1,6,1,1,7,2,45,exclusion,birdshot_wisdom,players,25-34,1.3333333333333333,5.666666666666667,65,0.4090909090909091,Perspective
A23RS20EXV5K3H,A23RS20EXV5K3H,24,Bachelor's degree,Male,Heterosexual,No,Yes,No,40000,Black/African American,3,3,5,2,5,5,4,5,2,6,3,7,7,6,1,7,1,2,6,1,11,exclusion,prompt_fix,players,under_25,1.6666666666666667,6.5,99,0.1,Empowerment
A3B84NGQT7Z9WE,A3B84NGQT7Z9WE,56,Bachelor's degree,Male,Heterosexual,No,Yes,No,50000,Asian American,4,4,2,2,5,5,5,0,2,5,2,4,6,6,2,5,1,3,5,3,8,exclusion,birdshot_wisdom,players,55_plus,2.1666666666666665,5.166666666666667,102,0.07272727272727272,Perspective
A2JZT1SP5F3PR1,A2JZT1SP5F3PR1,65,Master's degree,Female,Heterosexual,No,Yes,No,100000,White/Caucasian,5,5,1,1,2,2,4,50,4,2,4,1,1,1,4,2,4,5,2,2,20,inclusion,none,players,55_plus,3.8333333333333335,1.5,90,0.18181818181818182,Inclusion (control)
A13T5R3LI8ANLN,A13T5R3LI8ANLN,36,Master's degree,Male,Heterosexual,Yes,Yes,No,500000,White/Caucasian,5,4,1,3,4,1,2,10,4,6,3,6,5,5,2,6,3,4,7,2,7,exclusion,birdshot_wisdom,players,35-44,3,5.833333333333333,103,0.06363636363636363,Perspective
A2REE793RINDF7,A2REE793RINDF7,40,Master's degree,Female,Heterosexual,No,Yes,No,50000,White/Caucasian,5,5,2,1,4,4,2,8,4,2,3,2,3,1,3,2,2,4,4,5,46,exclusion,none,players,35-44,3.5,2.3333333333333335,64,0.41818181818181815,Exclusion (control)
AIOFZDV1SZ25O,AIOFZDV1SZ25O,32,"Professional degree (MD, JD)",Male,Heterosexual,No,Yes,No,100000,White/Caucasian,4,4,1,2,1,1,4,25,7,1,4,1,1,1,4,1,4,6,1,6,21,inclusion,none,players,25-34,5.166666666666667,1,89,0.19090909090909092,Inclusion (control)
A1MZ1EU82NE0PQ,A1MZ1EU82NE0PQ,24,Some college,Male,Heterosexual,No,Yes,No,45000,White/Caucasian,4,4,2,5,5,1,1,2,2,5,1,4,5,4,2,6,2,3,5,3,33,exclusion,none,players,under_25,2.1666666666666665,4.833333333333333,77,0.3,Exclusion (control)
AR5Z036T6NLBY,AR5Z036T6NLBY,28,Bachelor's degree,Male,Heterosexual,No,Yes,No,40000,White/Caucasian,2,2,4,4,5,5,1,5,1,1,1,1,1,1,1,2,1,1,4,3,8,exclusion,prompt_help,players,25-34,1.3333333333333333,1.6666666666666667,102,0.07272727272727272,Mentorship
A2DNWDHMMBSHWT,A2DNWDHMMBSHWT,66,Bachelor's degree,Female,Heterosexual,No,Yes,No,90000,White/Caucasian,5,5,1,1,5,5,1,2,2,1,1,1,4,1,1,2,1,1,6,3,48,exclusion,prompt_fix,players,55_plus,1.5,2.5,62,0.43636363636363634,Empowerment
A1DY3TBDY4VZG5,A1DY3TBDY4VZG5,37,Master's degree,Male,Heterosexual,No,Yes,No,63000,White/Caucasian,5,4,3,3,5,5,1,0,2,3,2,5,6,4,1,4,2,3,4,3,45,exclusion,prompt_fix,players,35-44,2.1666666666666665,4.333333333333333,65,0.4090909090909091,Empowerment
AFUO1VYEFRMO4,AFUO1VYEFRMO4,32,Some college,Male,Heterosexual,No,Yes,No,30000,White/Caucasian,3,2,4,5,5,5,1,1,2,4,1,4,6,4,2,6,1,3,6,3,17,exclusion,prompt_help,players,25-34,2,5,93,0.15454545454545454,Mentorship
A2NLAKN6UQK125,A2NLAKN6UQK125,28,Bachelor's degree,Female,Heterosexual,No,Yes,No,56000,White/Caucasian,5,4,1,1,5,5,1,1,1,4,1,2,4,2,1,4,1,1,6,2,23,exclusion,prompt_help,players,25-34,1.1666666666666667,3.6666666666666665,87,0.20909090909090908,Mentorship
A3GZGOH6LPHNWR,A3GZGOH6LPHNWR,23,Some college,Male,Heterosexual,No,Yes,No,40000,White/Caucasian,4,3,3,4,5,5,1,5,2,4,1,4,4,4,1,3,1,2,4,2,32,exclusion,prompt_fix,players,under_25,1.5,3.8333333333333335,78,0.2909090909090909,Empowerment
A2AFL2RE1ETPE9,A2AFL2RE1ETPE9,45,Bachelor's degree,Female,Heterosexual,No,Yes,No,35000,White/Caucasian,5,5,1,1,5,5,1,5,2,1,2,3,5,2,2,3,1,3,7,5,23,exclusion,none,players,45-54,2.5,3.5,87,0.20909090909090908,Exclusion (control)
A37P8UZ3SAKM7A,A37P8UZ3SAKM7A,52,Some college,Male,Heterosexual,No,Yes,No,49000,White/Caucasian,5,5,1,1,5,5,1,10,1,5,1,1,7,6,1,6,1,1,3,2,7,exclusion,birdshot_wisdom,players,45-54,1.1666666666666667,4.666666666666667,103,0.06363636363636363,Perspective
A26UB5Y8URZXQO,A26UB5Y8URZXQO,29,High school degree,Male,Heterosexual,No,Yes,No,50000,White/Caucasian,5,4,2,2,5,5,1,1,3,2,2,3,3,1,3,2,2,4,4,4,19,exclusion,birdshot_wisdom,players,25-34,3,2.5,91,0.17272727272727273,Perspective
A17PJ0GVFQX0DN,A17PJ0GVFQX0DN,35,Bachelor's degree,Female,Heterosexual,No,Yes,No,70000,White/Caucasian,5,5,1,1,1,1,3,25,4,1,3,1,2,1,3,1,3,5,1,6,8,inclusion,none,players,35-44,4,1.1666666666666667,102,0.07272727272727272,Inclusion (control)
A248QG4DPULP46,A248QG4DPULP46,63,Bachelor's degree,Female,Heterosexual,Yes,Yes,No,49500,White/Caucasian,4,4,2,2,5,5,1,1,1,3,1,5,6,3,1,6,1,1,6,1,11,exclusion,none,players,55_plus,1,4.833333333333333,99,0.1,Exclusion (control)
A31M6R14WUQ92Z,A31M6R14WUQ92Z,24,Bachelor's degree,Male,Heterosexual,No,Yes,No,50000,White/Caucasian,4,3,2,3,2,2,4,20,3,2,2,2,2,3,2,3,3,2,1,2,13,inclusion,none,players,under_25,2.3333333333333335,2.1666666666666665,97,0.11818181818181818,Inclusion (control)
A1JVIKMMDYYQ95,A1JVIKMMDYYQ95,43,Bachelor's degree,Male,Heterosexual,No,Yes,No,50000,White/Caucasian,5,2,2,2,5,5,1,5,2,4,1,3,2,3,1,6,2,3,4,4,18,exclusion,prompt_help,players,35-44,2.1666666666666665,3.6666666666666665,92,0.16363636363636364,Mentorship
A2GPHZAZ5G092C,A2GPHZAZ5G092C,22,Bachelor's degree,Female,Bisexual,No,Yes,No,25000,White/Caucasian,5,4,2,1,5,5,1,1,3,6,2,3,4,3,3,2,1,3,4,3,22,exclusion,none,players,under_25,2.5,3.6666666666666665,88,0.2,Exclusion (control)
