code,recommend_org,jcc_1,jcc_2,jcc_3,how_important,colleagues_imp,management_imp,reports_imp,age_diff_imp,goddard,anxiety_attachment,avoidance_attachment,orgid_behavioral,orgid_affective,orgid_cognitive,orgid_total,org_group_membership_Jansen,org_group_affection_Jansen,org_room_for_authenticity_Jansen,org_value_in_authenticity_Jansen,jansen_bel_o,jansen_au_o,team_group_affection_Jansen,team_group_membership_Jansen,team_room_for_authenticity_Jansen,team_value_in_authenticity_Jansen,jansen_bel_t,jansen_au_t,work_group_cohesivenss_Riordan,work_group_communication_Riordan,work_group_identification_Riordan,work_group_identification_total_Riordan,wrz_job,wrz_career,wrz_calling,team_in_self,org_in_self,self_distance_most_belong,self_distance_least_belong,autonomy_sat,competence_sat,relatedness_sat,psych_needs_tot,proficiency_ind,adaptivity_ind,proactivity_ind,proficiency_team,adaptivity_team,proactivity_team,job_perf_tot,workerid,n_refs,n_antirefs,workerid..55,employ_sitch,employ_sitch_other,months_since_emp,self_employed,self_employed_other,hrs_worked,full_time_position,tenure,income_personal_lt,income_household_lt,code..66,shs_1,shs_2,shs_3,shs_4,shs_sum,big5_e,big5_n,big5_c,big5_a,big5_o,wss,jss_total,jss_pay,jss_promotion,jss_supervision,jss_benefits,jss_contingent,jss_ops,jss_coworkers,jss_nature,jss_comms,cmws_total,cmws_inspiring,cmws_unity,cmws_serving,cmws_fullpo,cmws_become,cmws_reality,cmws_balancing,naq_work,naq_personal,naq_physical,naq_total,mspss_total,mspss_friends,mspss_coworker,mspss_so,mspss_family,uwes_vigor,uwes_ded,uwes_absorp,uwes_tot,wss_1,wss_2,wss_3,engagement_1,engagement_2,engagement_3,engagement_4,engagement_5,engagement_6,engagement_7,engagement_8,engagement_9,phq4_1,phq4_2,phq4_3,phq4_4,workerid..145,how_meaningful,sacrifice,id,religious,spiritual,atheist,agnostic,religious_affil,which_religion,have_kids,num_kids,raise_kids,youngest_child,oldest_child,child_age,lifesat_1,lifesat_2,lifesat_3,lifesat_4,lifesat_5,oms_1,oms_2,oms_3,oms_4,oms_5,oms_6,oms_7,socdes_sum,uls8_sum,lifesat_sum,workerid..196,hitid,time_demo1,time_work1,code..200,time_work2,time_work_habit,time_work_remote,time_demo2,income_household_lt..205,birth_country,living_sitch,sexuality,height,weight,remote_productive,remote_happy,remote_engaged,remote_creative,remote_energized,remote_days,remote_hrs,self_care_work__workout,self_care_work__meditate,self_care_work__nap,self_care_work__handiwork,self_care_work__journal,self_care_work__yoga,self_care_work__dance,self_care_work__read,self_care_work__draw,self_care_work__pray,self_care_work__walk,self_care_all__workout,self_care_all__meditate,self_care_all__nap,self_care_all__handiwork,self_care_all__journal,self_care_all__yoga,self_care_all__dance,self_care_all__read,self_care_all__draw,self_care_all__pray,self_care_all__walk,travel_days,vacation_leave,sick_leave,parent_leave,other_leave,what_other_leave,can_remote_work,do_remote_work,last_promotion,last_raise,last_evaluation,compared_to_same_profession__good_at_job,compared_to_same_profession__career_progress,compared_to_same_profession__job_satisfaction,compared_to_same_career__good_at_job,compared_to_same_career__career_progress,compared_to_same_career__job_satisfaction,travel_required,pay_type_annual,pay_type_hourly,pay_type_commission,pay_type_lump,pay_type_equity,pay_type_other,exact_salary,n_job_switch_5yr,itl,job_req_contact,job_req_lead,job_req_deal_with,job_req_email,job_req_responsible,job_req_teammwork,start_day,end_day,start_date,end_date,ip_address,duration,responseid,latitude,longitude,sex,age,political,race,race_other,edu,employ_sitch..288,employ_sitch_other..289,months_since_emp..290,self_employed..291,self_employed_other..292,days_worked,hrs_worked..294,full_time_position..295,tenure..296,org_size_lt,work_cat,on_team,team_size,lead_or_ic,direct_reps,sector,num_switch,last_raise_mo,last_promo_mo,edu_str,mgr_ic,income_bracket,engagement_avg,edu_numeric,edu_bunch,edu_bunch2,age_range,goddard4,jansen_t4,raise_3mo,promo_3mo,raise_6mo,promo_6mo,raise_12mo,promo_12mo
CO,1,4.0,2.0,1.0,1.1,4.2,0.5,NaN,1.0,16,19,68,3,6,4,13,12,16,8,8,28,16,16,9,8,8,26,18,30,20,5,55,4,2,1,3,3,2,3,12,13,9,34,15,15,12,11,12,12,77,A35BY30TC8WCL4,0,0,A35BY30TC8WCL4,employed,,,someone_else,,40.0,Yes,30,45000,3.0,CO, , , , ,17.0,14,9,16,17,18,17,NA,NA,NA,NA,NA,NA,NA,173,NA,19,91,6,24,12,12,12,10,15,9,12,3,24,130,27,53,24,26,11,6,6,23,6.0,6.0,5.0,3,4,3,3,3,3,3,3,3,1.0,1.0,1.0,2.0,A35BY30TC8WCL4,19,0,6411,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,NA,14,NA,A35BY30TC8WCL4,31S7M7DAGG71IINXE3XZUHPLWV3TLN,16,153,CO,552.0,30.0,26.0,45.0,3.0,1.0,1.0,Bisexual,165.0,70.0,-10.0,-10.0,-10.0,-10.0,-10.0,2.0,15,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,NaN,0.0,0.0,0.0,0.0,NaN,1.0,Yes,6.0,6.0,NA,9.0,6.0,7.0,9.0,8.0,6.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,42000,NA,1,26.0,24.0,4.0,100.0,27.0,10.0,21.0,37.0,6/9/18 4:03,6/9/18 4:20,104.156.228.120,988,R_3svKYWU4EEqyJBC,37.33869934,-121.89140320000001,m,30,Centrist,White,NaN,3,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,48.0,5000,"Arts, Design, Entertainment, Sports, and Media",0.0,NaN,2.0,NaN,profit,0,NaN,NaN,Some college,Individual contributor,< 45K,3.111111111111111,3,No undergrad,No undergrad,25-34,1,1,0,0,0,0,0,0
CO,6,1.0,3.0,3.0,9.2,8.0,6.0,8.1,3.0,24,51,23,8,10,4,22,15,15,16,8,30,24,15,19,16,8,39,36,42,26,31,99,1,3,3,5,3,3,4,12,11,12,35,14,11,6,15,11,6,63,AJMWITY1XT7H7,2,0,AJMWITY1XT7H7,employed,,,someone_else,,45,Yes,48,100000,6.0,CO, , , , ,9.0,15,16,21,19,18,16,NA,NA,NA,NA,NA,NA,NA,150,NA,16,110,13,28,15,15,13,14,12,15,18,4,37,144,25,71,28,20,12,10,15,37,7.0,6.0,3.0,4,4,3,4,5,4,6,6,6,1.0,2.0,2.0,2.0,AJMWITY1XT7H7,67,15,6412,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,2.0,3.0,2.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,NA,20,NA,AJMWITY1XT7H7,31ODACBENUWBUFQVH8051YST4ICQSK,25,45,CO,253.0,56.0,42.0,46.0,6.0,1.0,3.0,Straight,62.0,122.0,9.0,0.0,10.0,6.0,5.0,1.0,10,5.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,2.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,2.0,1.0,8.0,NaN,20.0,10.0,0.0,0.0,NaN,1.0,Yes,6.0,2.0,NA,9.0,9.0,8.0,9.0,9.0,7.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,84000,NA,2,90.0,100.0,45.0,100.0,100.0,100.0,19.0,14.0,6/9/18 4:10,6/9/18 4:20,73.110.42.35,589,R_3ekvTODc08XbfQQ,41.88020325,-87.75659943,f,37,Far left,Asian,NaN,5,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,56.0,5000,"Arts, Design, Entertainment, Sports, and Media",1.0,6.0,3.0,5.0,profit,1,6,NaN,Bachelors,Both manager and IC,> 100K,4.666666666666667,5,Undergrad,Undergrad,35-44,3,4,0,0,1,0,0,0
CO,7,3.0,4.0,1.0,6,7.0,4.1,7.3,3.0,22,56,104,8,11,5,24,15,15,12,10,30,22,15,16,12,10,32,32,39,22,24,85,3,4,1,5,3,4,5,11,8,7,26,8,8,5,10,6,3,40,A351OM98GNHTOK,0,0,A351OM98GNHTOK,employed,,,someone_else,,50.0,Yes,23,100000,6.0,CO, , , , ,16.0,8,16,15,18,12,17,NA,NA,NA,NA,NA,NA,NA,140,NA,17,95,12,25,12,14,13,12,7,11,15,4,30,142,25,69,24,24,14,12,13,39,6.0,6.0,5.0,4,5,4,5,6,4,6,5,5,2.0,1.0,1.0,2.0,A351OM98GNHTOK,20,30,6413,NA,NA,NA,NA,1.0,7.0,1.0,1.0,1.0,NaN,NaN,1.0,5.0,6.0,6.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,NA,14,NA,A351OM98GNHTOK,3BFNCI9LYK7X4G01VUQYTZ3M7CM378,35,40,CO,267.0,55.0,46.0,74.0,6.0,1.0,3.0,Straight,73.0,185.0,2.0,-2.0,4.0,-2.0,-4.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,5.0,NaN,10.0,2.0,12.0,0.0,NaN,1.0,Yes,2.0,2.0,NA,8.0,8.0,7.0,8.0,9.0,8.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,90000,NA,2,35.0,45.0,81.0,100.0,46.0,73.0,17.0,35.0,6/9/18 4:08,6/9/18 4:20,68.48.151.52,733,R_0OhLjNcN9b3rBS1,42.96339417,-85.66809845,m,30,Centrist,White,NaN,6,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,30.0,10000,Business and Financial Operations,1.0,5.0,3.0,1.0,profit,2,6,6,Masters,Both manager and IC,> 100K,4.888888888888889,6,Masters,Graduate,25-34,3,2,0,0,1,1,0,0
CO,9,4.0,1.0,2.0,10,6.0,10.0,10.0,4.0,25,18,42,11,15,4,30,20,20,20,20,40,40,20,20,20,20,36,40,39,26,18,83,4,1,2,4,5,5,3,11,13,15,39,15,12,11,15,11,13,77,A3SOJWB6AZWZV9,3,1,A3SOJWB6AZWZV9,employed,,,someone_else,,50.0,Yes,108,75000,4.0,CO, ,More happy,A great deal,Not at all,27.0,15,4,19,23,24,21,NA,NA,NA,NA,NA,NA,NA,187,NA,20,111,10,26,17,16,15,10,17,7,12,3,22,160,22,82,28,28,27,17,18,57,7.0,7.0,7.0,7,7,6,7,6,7,7,7,7,1.0,1.0,1.0,1.0,A3SOJWB6AZWZV9,51,50,6415,NA,NA,NA,NA,0.0,NaN,1.0,3.0,0.0,37.0,45.0,NaN,7.0,7.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,NA,14,NA,A3SOJWB6AZWZV9,3087LXLJ6MXE2HGAUQ6RFTIW2OL0FE,26,49,CO,593.0,37.0,4.0,70.0,4.0,1.0,3.0,Straight,66.0,170.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,7.0,NaN,28.0,0.0,0.0,4.0,birth of a grandchild,0.0,"NA",6.0,4.0,NA,9.0,10.0,10.0,10.0,10.0,11.0,0.0,1.0,NaN,1.0,NaN,NaN,NaN,62000,NA,1,80.0,60.0,30.0,100.0,81.0,77.0,13.0,10.0,6/9/18 4:17,6/9/18 4:32,75.110.141.215,884,R_1H2hQpnI25rE24g,35.1427002,-77.16300201,m,62,Far left,Native American,NaN,5,1,NaN,NaN,1.0,NaN,5.0,50.0,1.0,84.0,50,Management,0.0,NaN,1.0,6.0,profit,0,24,NaN,Bachelors,Manager/team lead/exec,< 75K,6.777777777777778,5,Undergrad,Undergrad,55_plus,4,3,0,0,0,0,0,0
CO,8,2.0,3.0,4.0,9.2,8.1,8.7,7.0,1.0,24,60,78,17,13,6,36,16,19,19,17,35,36,19,16,19,17,34,35,42,26,29,97,2,3,4,6,6,6,4,14,11,13,38,13,11,11,13,11,12,71,A1PZIN8H1VI6SY,3,1,A1PZIN8H1VI6SY,employed,9771831,,someone_else,9771831,40.0,Yes,120,75000.0,4.0,CO,A very happy person,More happy,A great deal,A great deal,22.0,14,15,22,18,18,16,NA,NA,NA,NA,NA,NA,NA,127,NA,15,95,14,20,15,16,6,10,14,22,40,9,71,153,21,87,23,22,26,18,17,55,5.0,6.0,5.0,5,6,7,7,7,7,7,6,7,1.0,2.0,1.0,1.0,A1PZIN8H1VI6SY,79,73,6419,NA,NA,NA,NA,1.0,7.0,1.0,2.0,1.0,2.0,9.0,NaN,7.0,6.0,7.0,6.0,7.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,NA,12,NA,A1PZIN8H1VI6SY,31ODACBENUWBUFQVH8051YST4ICQSK,27,63,CO,259.0,21.0,43.0,86.0,4.0,1.0,3.0,Straight,175.0,90.0,9.0,8.0,9.0,9.0,8.0,2.0,5,6.0,7.0,5.0,3.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,10.0,10.0,2.0,4.0,3.0,i need to solve a problem with a family relative,1.0,Yes,3.0,2.0,NA,9.0,10.0,10.0,9.0,10.0,9.0,1.0,1.0,NaN,1.0,NaN,NaN,NaN,55000,NA,1,83.0,93.0,75.0,100.0,94.0,91.0,15.0,33.0,6/9/18 5:05,6/9/18 5:16,186.167.249.250,670,R_5pDPie8gbT2coKZ,10.5,-66.91670227,m,40,Conservative,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,120.0,500,Sales and Related,1.0,15.0,2.0,NaN,profit,0,6,12,Bachelors,Individual contributor,< 75K,6.555555555555555,5,Undergrad,Undergrad,35-44,3,3,0,0,1,0,0,1
CO,7,1.0,2.0,3.0,8,7.5,8.7,6.6,3.0,21,67,66,11,12,5,28,15,12,13,14,27,27,12,17,13,14,32,29,37,22,29,88,1,2,3,5,4,4,2,10,11,10,31,12,13,13,12,11,11,72,A2CSV75E3JT58Y,2,0,A2CSV75E3JT58Y,employed,9771831,,someone_else,9771831,40.0,Yes,120,75000.0,5.0,CO, , , , ,12.0,15,16,21,15,18,14,NA,NA,NA,NA,NA,NA,NA,124,NA,12,94,12,20,15,13,11,10,13,11,14,3,28,125,20,64,21,20,13,10,12,35,5.0,4.0,5.0,4,4,4,4,4,5,5,5,5,3.0,2.0,2.0,2.0,A2CSV75E3JT58Y,22,20,6420,NA,NA,NA,NA,1.0,7.0,1.0,2.0,1.0,11.0,14.0,NaN,4.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,NA,20,NA,A2CSV75E3JT58Y,3KWGG5KP6JJ42J37ST3O5K468ETMCZ,25,85,CO,230.0,60.0,66.0,110.0,5.0,1.0,3.0,Straight,68.0,200.0,-4.0,-5.0,5.0,-4.0,3.0,1.0,8,5.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,6.0,0.0,0.0,2.0,to tend to my parents medical issues,1.0,Yes,5.0,3.0,NA,8.0,8.0,7.0,9.0,8.0,8.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,55000,NA,1,74.0,96.0,76.0,100.0,81.0,79.0,16.0,32.0,6/9/18 5:08,6/9/18 5:21,69.14.250.152,784,R_3nSeTmL2CUc6Gfv,42.59829712,-83.17849731,m,36,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,120.0,1000,Marketing and Advertising,1.0,8.0,2.0,NaN,profit,0,12,25,Bachelors,Individual contributor,< 100K,4.444444444444445,5,Undergrad,Undergrad,35-44,2,2,0,0,0,0,1,0
CO,9,4.0,3.0,1.0,9.3,7.3,6.2,7.4,4.0,23,40,42,12,15,4,31,15,16,14,16,31,30,16,16,14,16,36,36,39,23,29,91,4,3,1,5,4,4,3,15,12,12,39,13,11,9,12,10,9,64,A3IQ7EGSSQF1AA,5,0,A3IQ7EGSSQF1AA,employed,6878271.0,,someone_else,6878271.0,40.0,Yes,65,75000.0,4.0,CO, , , , ,24.0,15,12,22,22,10,17,NA,NA,NA,NA,NA,NA,NA,167,NA,19,105,12,24,16,16,12,12,13,7,12,3,22,149,24,73,25,27,19,13,13,44,6.0,6.0,5.0,5,5,7,5,6,5,6,5,5,1.0,1.0,1.0,1.0,A3IQ7EGSSQF1AA,93,6,6421,NA,NA,NA,NA,0.0,NaN,1.0,2.0,1.0,18.0,24.0,NaN,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,NA,18,NA,A3IQ7EGSSQF1AA,3WRBLBQ2GRPKGHC55AC9XEI833L0GD,16,41,CO,199.0,59.0,4.0,57.0,4.0,1.0,3.0,Straight,67.0,215.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,7.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,NaN,14.0,0.0,0.0,0.0,NaN,0.0,"NA",5.0,4.0,NA,10.0,6.0,7.0,6.0,6.0,6.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,1,83.0,78.0,2.0,90.0,40.0,81.0,7.0,25.0,6/9/18 5:13,6/9/18 5:21,192.136.173.186,496,R_3Lc2Tppyg0tCslW,44.567794799999994,-69.21900177,m,45,Conservative,White,NaN,3,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,62.0,5000,Healthcare Support,1.0,5.0,2.0,NaN,non_profit,0,24,25,Some college,Individual contributor,< 75K,5.444444444444445,3,No undergrad,No undergrad,45-54,3,3,0,0,0,0,0,0
CO,5,1.0,4.0,2.0,8.5,8.0,9.0,9.0,4.0,21,34,31,15,11,5,31,16,16,16,16,32,32,16,16,16,16,32,32,34,24,30,88,1,4,2,5,3,4,2,15,14,15,44,15,9,9,15,11,9,68,AH4QNMYBTB3PG,1,1,AH4QNMYBTB3PG,employed,2138522.0,,someone_else,2138522,57.0,Yes,37,75000.0,5.0,CO, , , , ,14.0,15,24,24,24,16,12,NA,NA,NA,NA,NA,NA,NA,156,NA,17,96,12,18,18,11,15,10,12,15,19,3,37,145,23,72,28,22,17,12,15,44,4.0,4.0,4.0,5,6,5,5,6,4,6,6,6,2.0,2.0,1.0,1.0,AH4QNMYBTB3PG,60,10,6425,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,5.0,5.0,5.0,6.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,NA,16,NA,AH4QNMYBTB3PG,3L7SUC0TTUBK8R8RGDA4AJ25ZPX0ML,21,55,CO,261.0,48.0,4.0,43.0,5.0,1.0,3.0,Straight,68.0,160.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,8.0,5.0,NaN,12.0,1.0,0.0,0.0,NaN,0.0,"NA",2.0,2.0,NA,9.0,9.0,9.0,9.0,9.0,6.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,52000,NA,1,65.0,50.0,60.0,100.0,25.0,90.0,16.0,9.0,6/9/18 5:31,6/9/18 5:40,66.41.27.141,546,R_338qCrOscmL4ey5,45.05059814,-93.24459839,f,30,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,6.0,50.0,1.0,43.0,50,"Life, Physical, and Social Science",1.0,5.0,2.0,NaN,profit,3,6,6,Bachelors,Individual contributor,< 100K,5.444444444444445,5,Undergrad,Undergrad,25-34,2,2,0,0,1,1,0,0
CO,8,1.0,3.0,2.0,8.6,10.0,7.2,5.8,4.0,21,81,78,11,13,3,27,12,15,8,7,27,15,15,16,8,7,33,31,33,22,22,77,1,3,2,5,4,4,5,12,11,9,32,11,13,12,11,12,12,71,ASY9GK2WON2YP,5,1,ASY9GK2WON2YP,employed,1834400,,someone_else,1834400,38.0,Yes,90,75000.0,4.0,CO,,,,,0.0,10,15,17,17,24,13,NA,NA,NA,NA,NA,NA,NA,130,NA,12,85,10,20,15,14,12,8,6,7,14,3,24,143,23,75,24,21,17,14,14,45,5.0,6.0,2.0,5,6,5,5,6,6,5,6,6,1.0,1.0,1.0,1.0,ASY9GK2WON2YP,63,7,6426,NA,NA,NA,NA,0.0,NaN,1.0,1.0,1.0,NaN,NaN,2.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,NA,19,NA,ASY9GK2WON2YP,3L2OEKSTW9R2KX28UKBUXTVURXMY8V,27,53,CO,224.0,53.0,6.0,80.0,4.0,1.0,3.0,Gay,62.0,98.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,NaN,2.0,8.0,0.0,1.0,Off work for professional development that was optional.,0.0,"NA",4.0,4.0,NA,11.0,9.0,9.0,10.0,8.0,8.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,49500,NA,2,77.0,93.0,80.0,100.0,59.0,95.0,16.0,32.0,6/9/18 5:43,6/9/18 5:52,24.254.136.150,573,R_2QzHQ2KRenawnZa,37.27000427,-79.94110107,f,29,Liberal,White,NaN,6,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,72.0,1000,"Education, Training, and Library",1.0,10.0,1.0,10.0,gov,1,24,24,Masters,Manager/team lead/exec,< 75K,5.555555555555555,6,Masters,Graduate,25-34,2,2,0,0,0,0,0,0
CO,9,3.0,2.0,2.0,7,4.0,1.0,3.0,4.0,22,22,88,13,15,4,32,16,16,16,16,32,32,16,16,16,16,31,32,41,26,24,91,3,2,2,4,5,5,4,13,13,7,33,15,15,15,12,11,12,80,A37VBAMFEQKJO4,7,25,A37VBAMFEQKJO4,employed,5157643,,someone_else,5157643,45.0,Yes,211,75000,5.0,CO, , , , ,21.0,11,9,20,13,23,16,NA,NA,NA,NA,NA,NA,NA,143,NA,15,112,16,23,16,16,13,12,16,14,14,4,32,148,22,78,24,24,17,15,15,47,5.0,6.0,5.0,5,5,6,6,6,6,6,6,6,1.0,1.0,1.0,1.0,A37VBAMFEQKJO4,75,0,6428,NA,NA,NA,NA,0.0,NaN,1.0,2.0,1.0,18.0,20.0,NaN,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,NA,14,NA,A37VBAMFEQKJO4,3NSM4HLQNRBZHZBIP4B06YDSMURQQV,43,56,CO,545.0,54.0,48.0,93.0,5.0,1.0,3.0,Straight,76.0,280.0,-9.0,-10.0,2.0,-10.0,-7.0,4.0,27,4.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,NaN,5.0,5.0,0.0,7.0,I helped my brother repair his vacation cottage.,1.0,Yes,4.0,2.0,NA,9.0,10.0,10.0,9.0,10.0,10.0,0.0,NaN,1.0,1.0,1.0,1.0,NaN,NaN,NA,1,83.0,92.0,41.0,99.0,100.0,100.0,14.0,10.0,6/9/18 6:12,6/9/18 6:31,72.186.187.223,1122,R_1H6vbJkYrCDyHgW,28.47720337,-82.59989929,m,52,Conservative,White,NaN,3,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,255.0,20,Management,1.0,5.0,3.0,5.0,profit,0,6,24,Some college,Both manager and IC,< 100K,5.777777777777778,3,No undergrad,No undergrad,45-54,3,2,0,0,1,0,0,0
CO,7,3.0,4.0,1.0,8,8.0,9.0,8.0,1.0,25,48,60,9,11,4,24,16,18,16,16,34,32,18,20,16,16,40,40,41,26,24,91,3,4,1,5,5,4,3,13,12,9,34,15,11,3,15,8,6,58,A27LR932J8F67W,1,0,A27LR932J8F67W,employed,9771831,,someone_else,9771831,48.0,Yes,26,75000.0,5.0,CO, , , , ,20.0,16,14,23,24,24,16,NA,NA,NA,NA,NA,NA,NA,148,NA,15,84,4,23,13,8,9,12,15,14,16,3,33,145,24,72,24,25,11,12,17,40,6.0,5.0,5.0,4,3,3,4,7,4,7,7,6,1.0,1.0,2.0,2.0,A27LR932J8F67W,5,10,6436,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,NA,14,NA,A27LR932J8F67W,3L55D8AUFAE4W0SLBWRZZFRDHO7YC1,19,58,CO,215.0,39.0,4.0,57.0,5.0,1.0,2.0,Straight,62.0,210.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,8.0,NaN,15.0,0.0,0.0,0.0,NaN,0.0,"NA",5.0,4.0,NA,11.0,5.0,6.0,11.0,4.0,4.0,0.0,1.0,1.0,NaN,NaN,NaN,NaN,45000,NA,2,20.0,15.0,90.0,100.0,20.0,5.0,15.0,35.0,6/9/18 6:52,6/9/18 7:01,73.214.99.168,491,R_xrBt0q3tBIdCeKB,40.49980164,-80.18419647,f,39,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,48.0,1.0,31.0,20,Office and Administrative Support,1.0,3.0,3.0,2.0,profit,0,24,25,Bachelors,Both manager and IC,< 100K,5,5,Undergrad,Undergrad,35-44,4,4,0,0,0,0,0,0
CO,9,2.0,3.0,1.0,7.2,8.0,8.0,NaN,4.0,25,18,32,9,15,4,28,20,20,18,20,40,38,20,20,18,20,40,39,42,25,30,97,2,3,1,5,5,5,3,15,15,15,45,15,15,12,12,12,12,78,A3AOE3JLHSHEC9,3,0,A3AOE3JLHSHEC9,employed,1188920,,someone_else,1188920,40.0,Yes,60,100000,6.0,CO,A very happy person,More happy,A great deal,Not at all,28.0,23,4,22,22,20,16,NA,NA,NA,NA,NA,NA,NA,190,NA,21,112,13,25,16,16,15,11,16,7,12,3,22,169,28,85,28,28,19,15,15,49,6.0,6.0,4.0,6,6,6,6,6,6,6,6,6,1.0,1.0,1.0,1.0,A3AOE3JLHSHEC9,80,1,6438,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,7.0,7.0,7.0,7.0,2.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,NA,13,NA,A3AOE3JLHSHEC9,379OL9DBSSV2Y2LIZCH8XPQ5B34Y9K,44,50,CO,206.0,66.0,40.0,41.0,6.0,31.0,3.0,Straight,68.0,190.0,-5.0,-9.0,-6.0,-6.0,-9.0,2.0,16,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,20.0,0.0,0.0,0.0,NaN,1.0,Yes,3.0,3.0,NA,7.0,8.0,10.0,7.0,8.0,10.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,86000,NA,1,50.0,81.0,3.0,99.0,76.0,71.0,19.0,12.0,6/9/18 6:55,6/9/18 7:04,74.217.93.209,556,R_V4rOyvLJyMvR8ZP,33.74899292,-84.38800049,m,39,Centrist,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,66.0,1000000,Information Technology,1.0,8.0,2.0,NaN,profit,0,12,12,Bachelors,Individual contributor,> 100K,6,5,Undergrad,Undergrad,35-44,4,4,0,0,0,0,1,1
